jahr;bfs_nr_gemeinde;gemeindename;kultur_code;kultur_bezeichnung;landw_nutzflaeche_in_aren;anzahl_baeume
2024;4571;Gachnang;0925;Markante Einzelbäume;;12
2024;4941;Märstetten;0524;Kartoffeln;1115.06;
2024;4590;Hüttlingen;0502;Wintergerste;1174.82;
2024;4941;Märstetten;0527;Winterraps zur Speiseölgewinnung;1993.29;
2024;4590;Hüttlingen;0516;Dinkel;316.82;
2024;4941;Märstetten;0531;Sonnenblumen zur Speiseölgewinnung;935.02;
2024;4590;Hüttlingen;0525;Pflanzkartoffeln (Vertragsanbau);259.21;
2024;4941;Märstetten;0546;Freiland-Konservengemüse;174.65;
2024;4590;Hüttlingen;0527;Winterraps zur Speiseölgewinnung;513.42;
2024;4941;Märstetten;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);20.61;
2024;4590;Hüttlingen;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);160.15;
2024;4941;Märstetten;0597;Übrige offene Ackerfläche, beitragsberechtigt;19.99;
2024;4590;Hüttlingen;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);115.14;
2024;4941;Märstetten;0601;Kunstwiesen (ohne Weiden);7149.5;
2024;4590;Hüttlingen;0546;Freiland-Konservengemüse;448.88;
2024;4941;Märstetten;0612;Wenig intensiv gen. Wiesen (ohne Weiden);9.11;
2024;4590;Hüttlingen;0551;Einjährige Beeren (z.B. Erdbeeren);244.29;
2024;4941;Märstetten;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1365.67;
2024;4590;Hüttlingen;0556;Buntbrache;119.08;
2024;4941;Märstetten;0701;Reben;656.69;
2024;4590;Hüttlingen;0557;Rotationsbrache;85.65;
2024;4941;Märstetten;0702;Obstanlagen (Äpfel);1135.14;
2024;4590;Hüttlingen;0559;Saum auf Ackerfläche;28.73;
2024;4941;Märstetten;0703;Obstanlagen (Birnen);2.78;
2024;4590;Hüttlingen;0572;Nützlingsstreifen einjährig;31.26;
2024;4941;Märstetten;0717;Rebflächen mit natürlicher Artenvielfalt;189.26;
2024;4590;Hüttlingen;0601;Kunstwiesen (ohne Weiden);10549.11;
2024;4941;Märstetten;0723;Baumschule von Obst und Beeren;25.13;
2024;4590;Hüttlingen;0617;Extensiv genutzte Weiden;718.87;
2024;4941;Märstetten;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);9.89;
2024;4590;Hüttlingen;0635;Uferwiese (ohne Weiden);44.27;
2024;4941;Märstetten;0901;Wald;;
2024;4590;Hüttlingen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;43.06;
2024;4941;Märstetten;0921;Hochstammfeldobstbäume;;1995
2024;4590;Hüttlingen;0901;Wald;;
2024;4941;Märstetten;0925;Markante Einzelbäume;;6
2024;4590;Hüttlingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;103
2024;4946;Weinfelden;0546;Freiland-Konservengemüse;565.52;
2024;4591;Matzingen;0521;Silo- und Grünmais;1813.24;
2024;4946;Weinfelden;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);296.64;
2024;4591;Matzingen;0524;Kartoffeln;533.97;
2024;4946;Weinfelden;0611;Extensiv genutzte Wiesen (ohne Weiden);5458.02;
2024;4591;Matzingen;0527;Winterraps zur Speiseölgewinnung;1788.39;
2024;4946;Weinfelden;0632;Futtergräser für die Samenproduktion (Vertragsanbau);302.46;
2024;4591;Matzingen;0551;Einjährige Beeren (z.B. Erdbeeren);42.27;
2024;4946;Weinfelden;0705;Mehrjährige Beeren;5.5;
2024;4591;Matzingen;0559;Saum auf Ackerfläche;31.06;
2024;4946;Weinfelden;0709;Rhabarber;14.59;
2024;4591;Matzingen;0572;Nützlingsstreifen einjährig;26.57;
2024;4946;Weinfelden;0717;Rebflächen mit natürlicher Artenvielfalt;1359.5;
2024;4591;Matzingen;0601;Kunstwiesen (ohne Weiden);7781.95;
2024;4946;Weinfelden;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);144.28;
2024;4591;Matzingen;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;98.68;
2024;4946;Weinfelden;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;539.49;
2024;4591;Matzingen;0703;Obstanlagen (Birnen);7.38;
2024;4946;Weinfelden;0901;Wald;;
2024;4591;Matzingen;0705;Mehrjährige Beeren;21.47;
2024;4946;Weinfelden;0909;Hausgärten;;
2024;4591;Matzingen;0851;Streueflächen innerhalb der LN;91.25;
2024;4946;Weinfelden;0921;Hochstammfeldobstbäume;;2652
2024;4591;Matzingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);99.1;
2024;4946;Weinfelden;0922;Nussbäume;;102
2024;4591;Matzingen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);10.46;
2024;4946;Weinfelden;0924;Einheimische standortgerechte Einzelbäume und Alleen;;112
2024;4591;Matzingen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;3.86;
2024;4946;Weinfelden;0925;Markante Einzelbäume;;25
2024;4591;Matzingen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4946;Weinfelden;10701;RebenaLN;;
2024;4591;Matzingen;0907;Unbefestigte, natürliche Wege;;
2024;4951;Wigoltingen;0502;Wintergerste;3692.91;
2024;4591;Matzingen;0921;Hochstammfeldobstbäume;;712
2024;4951;Wigoltingen;0504;Hafer;1296.87;
2024;4591;Matzingen;0922;Nussbäume;;119
2024;4951;Wigoltingen;0506;Mischel Futtergetreide;211.44;
2024;4591;Matzingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;129
2024;4951;Wigoltingen;0507;Futterweizen gemäss Sortenlist swiss granum;1787.22;
2024;4591;Matzingen;0926;andere Bäume;;1
2024;4951;Wigoltingen;0510;Hartweizen;501.14;
2024;4591;Matzingen;0998;Übrige Flächen ausserhalb der LN;;
2024;4951;Wigoltingen;0522;Zuckerrüben;6386.86;
2024;4601;Neunforn;0502;Wintergerste;3953.63;
2024;4951;Wigoltingen;0524;Kartoffeln;4584.74;
2024;4601;Neunforn;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);286.45;
2024;4951;Wigoltingen;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);428.67;
2024;4601;Neunforn;0601;Kunstwiesen (ohne Weiden);9483.65;
2024;4951;Wigoltingen;0547;Wurzeln der Treibzichorie;443.91;
2024;4601;Neunforn;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);5742.71;
2024;4951;Wigoltingen;0572;Nützlingsstreifen einjährig;168.83;
2024;4601;Neunforn;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;1.24;
2024;4951;Wigoltingen;0701;Reben;56.3;
2024;4601;Neunforn;0702;Obstanlagen (Äpfel);541.06;
2024;4951;Wigoltingen;0705;Mehrjährige Beeren;707.52;
2024;4601;Neunforn;0704;Obstanlagen (Steinobst);50.97;
2024;4951;Wigoltingen;0714;Ziersträucher, Ziergehölze,  und Zierstauden;10.98;
2024;4601;Neunforn;0801;Gemüsekulturen in Gewächshäusern mit festem Fundament;1.0;
2024;4951;Wigoltingen;0723;Baumschule von Obst und Beeren;932.11;
2024;4601;Neunforn;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);445.45;
2024;4951;Wigoltingen;0724;Übrige Baumschulen (Rosen, Zierstauden, usw.);121.8;
2024;4601;Neunforn;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);44.57;
2024;4951;Wigoltingen;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);55.73;
2024;4601;Neunforn;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;96.39;
2024;4951;Wigoltingen;0801;Gemüsekulturen in Gewächshäusern mit festem Fundament;181.77;
2024;4601;Neunforn;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4951;Wigoltingen;0803;Gärtnerische Kulturen in Gewächshäusern mit festem Fundament;6.1;
2024;4601;Neunforn;0904;Wassergräben, Tümpel, Teiche;;
2024;4951;Wigoltingen;0901;Wald;;
2024;4601;Neunforn;0921;Hochstammfeldobstbäume;;1257
2024;4951;Wigoltingen;0904;Wassergräben, Tümpel, Teiche;;
2024;4601;Neunforn;0922;Nussbäume;;66
2024;4951;Wigoltingen;0926;andere Bäume;;3
2024;4601;Neunforn;0925;Markante Einzelbäume;;5
2024;4951;Wigoltingen;10572;Nützlingsstreifen mehrjährig;39.84;
2024;4601;Neunforn;10572;Nützlingsstreifen mehrjährig;61.51;
2024;4606;Stettfurt;0507;Futterweizen gemäss Sortenlist swiss granum;506.22;
2024;4606;Stettfurt;0522;Zuckerrüben;1838.93;
2024;4606;Stettfurt;0531;Sonnenblumen zur Speiseölgewinnung;478.73;
2024;4606;Stettfurt;0543;Getreide siliert;139.7;
2024;4606;Stettfurt;0556;Buntbrache;39.66;
2024;4606;Stettfurt;0557;Rotationsbrache;51.4;
2024;4606;Stettfurt;0717;Rebflächen mit natürlicher Artenvielfalt;98.14;
2024;4606;Stettfurt;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);10.24;
2024;4606;Stettfurt;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4606;Stettfurt;0909;Hausgärten;;
2024;4611;Thundorf;0501;Sommergerste;67.77;
2024;4611;Thundorf;0505;Triticale;146.77;
2024;4611;Thundorf;0507;Futterweizen gemäss Sortenlist swiss granum;596.19;
2024;4611;Thundorf;0508;Körnermais;1256.4;
2024;4611;Thundorf;0514;Roggen;115.4;
2024;4611;Thundorf;0521;Silo- und Grünmais;4249.79;
2024;4611;Thundorf;0522;Zuckerrüben;2632.86;
2024;4611;Thundorf;0527;Winterraps zur Speiseölgewinnung;1151.66;
2024;4611;Thundorf;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);113.93;
2024;4611;Thundorf;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);339.05;
2024;4611;Thundorf;0547;Wurzeln der Treibzichorie;426.63;
2024;4611;Thundorf;0557;Rotationsbrache;86.95;
2024;4611;Thundorf;0559;Saum auf Ackerfläche;56.36;
2024;4611;Thundorf;0612;Wenig intensiv gen. Wiesen (ohne Weiden);267.18;
2024;4611;Thundorf;0613;Übrige Dauerwiesen (ohne Weiden);34585.6;
2024;4611;Thundorf;0704;Obstanlagen (Steinobst);6.45;
2024;4611;Thundorf;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);0.95;
2024;4611;Thundorf;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);243.37;
2024;4611;Thundorf;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);15.06;
2024;4611;Thundorf;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;30.54;
2024;4611;Thundorf;0901;Wald;;
2024;4611;Thundorf;0907;Unbefestigte, natürliche Wege;;
2024;4611;Thundorf;0921;Hochstammfeldobstbäume;;3746
2024;4611;Thundorf;0922;Nussbäume;;151
2024;4611;Thundorf;0926;andere Bäume;;13
2024;4616;Uesslingen-Buch;0502;Wintergerste;3179.08;
2024;4616;Uesslingen-Buch;0516;Dinkel;125.35;
2024;4616;Uesslingen-Buch;0526;Sommerraps zur Speiseölgewinnung;260.27;
2024;4616;Uesslingen-Buch;0528;Soja;190.24;
2024;4616;Uesslingen-Buch;0534;Lein;136.74;
2024;4616;Uesslingen-Buch;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);440.58;
2024;4616;Uesslingen-Buch;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);391.14;
2024;4616;Uesslingen-Buch;0611;Extensiv genutzte Wiesen (ohne Weiden);6168.81;
2024;4616;Uesslingen-Buch;0613;Übrige Dauerwiesen (ohne Weiden);12129.12;
2024;4616;Uesslingen-Buch;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);4930.57;
2024;4616;Uesslingen-Buch;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;59.33;
2024;4616;Uesslingen-Buch;0706;Mehrjährige Gewürz- und Medizinalpflanzen;60.43;
2024;4616;Uesslingen-Buch;0710;Spargel;25.27;
2024;4616;Uesslingen-Buch;0717;Rebflächen mit natürlicher Artenvielfalt;3044.7;
2024;4616;Uesslingen-Buch;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);3.98;
2024;4616;Uesslingen-Buch;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);280.6;
2024;4616;Uesslingen-Buch;0901;Wald;;
2024;4616;Uesslingen-Buch;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4616;Uesslingen-Buch;0907;Unbefestigte, natürliche Wege;;
2024;4616;Uesslingen-Buch;0921;Hochstammfeldobstbäume;;1557
2024;4616;Uesslingen-Buch;0926;andere Bäume;;120
2024;4621;Warth-Weiningen;0502;Wintergerste;1201.15;
2024;4621;Warth-Weiningen;0524;Kartoffeln;1234.57;
2024;4621;Warth-Weiningen;0557;Rotationsbrache;46.29;
2024;4621;Warth-Weiningen;0575;Hanf zur Nutzung der Samen;36.87;
2024;4621;Warth-Weiningen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);1.85;
2024;4621;Warth-Weiningen;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;99.81;
2024;4621;Warth-Weiningen;0703;Obstanlagen (Birnen);125.17;
2024;4621;Warth-Weiningen;0704;Obstanlagen (Steinobst);47.58;
2024;4621;Warth-Weiningen;0706;Mehrjährige Gewürz- und Medizinalpflanzen;27.6;
2024;4621;Warth-Weiningen;0708;Hopfen;174.92;
2024;4621;Warth-Weiningen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);105.39;
2024;4621;Warth-Weiningen;0921;Hochstammfeldobstbäume;;766
2024;4621;Warth-Weiningen;0923;Edelkastanienbäume;;1
2024;4621;Warth-Weiningen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;82
2024;4621;Warth-Weiningen;10572;Nützlingsstreifen mehrjährig;13.81;
2024;4641;Altnau;0523;Futterrüben;120.11;
2024;4641;Altnau;0531;Sonnenblumen zur Speiseölgewinnung;100.05;
2024;4641;Altnau;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);48.65;
2024;4641;Altnau;0545;Einjährige Freilandgemüse, ohne Konservengemüse;9.96;
2024;4641;Altnau;0547;Wurzeln der Treibzichorie;101.02;
2024;4641;Altnau;0702;Obstanlagen (Äpfel);9434.03;
2024;4641;Altnau;0703;Obstanlagen (Birnen);2494.6;
2024;4641;Altnau;0710;Spargel;32.93;
2024;4641;Altnau;0714;Ziersträucher, Ziergehölze,  und Zierstauden;0.4;
2024;4641;Altnau;0723;Baumschule von Obst und Beeren;29.42;
2024;4641;Altnau;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);315.34;
2024;4641;Altnau;0801;Gemüsekulturen in Gewächshäusern mit festem Fundament;2.08;
2024;4641;Altnau;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);7.76;
2024;4641;Altnau;0907;Unbefestigte, natürliche Wege;;
2024;4641;Altnau;0923;Edelkastanienbäume;;2
2024;4641;Altnau;0926;andere Bäume;;28
2024;4643;Bottighofen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);1648.78;
2024;4643;Bottighofen;0521;Silo- und Grünmais;1204.48;
2024;4643;Bottighofen;0522;Zuckerrüben;659.02;
2024;4643;Bottighofen;0527;Winterraps zur Speiseölgewinnung;528.25;
2024;4643;Bottighofen;0551;Einjährige Beeren (z.B. Erdbeeren);30.13;
2024;4643;Bottighofen;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;26.81;
2024;4643;Bottighofen;0922;Nussbäume;;9
2024;4643;Bottighofen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;60
2024;4646;Ermatingen;0502;Wintergerste;1323.14;
2024;4646;Ermatingen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);4063.59;
2024;4646;Ermatingen;0521;Silo- und Grünmais;2908.5;
2024;4646;Ermatingen;0543;Getreide siliert;87.89;
2024;4646;Ermatingen;0546;Freiland-Konservengemüse;198.3;
2024;4646;Ermatingen;0556;Buntbrache;678.57;
2024;4646;Ermatingen;0559;Saum auf Ackerfläche;15.05;
2024;4646;Ermatingen;0611;Extensiv genutzte Wiesen (ohne Weiden);4864.47;
2024;4646;Ermatingen;0613;Übrige Dauerwiesen (ohne Weiden);7843.51;
2024;4646;Ermatingen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;206.26;
2024;4646;Ermatingen;0712;Christbäume;208.31;
2024;4646;Ermatingen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);62.81;
2024;4646;Ermatingen;0922;Nussbäume;;68
2024;4646;Ermatingen;0998;Übrige Flächen ausserhalb der LN;;
2024;4651;Gottlieben;0611;Extensiv genutzte Wiesen (ohne Weiden);40.03;
2024;4656;Güttingen;0507;Futterweizen gemäss Sortenlist swiss granum;1034.37;
2024;4656;Güttingen;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);259.48;
2024;4656;Güttingen;0524;Kartoffeln;352.95;
2024;4656;Güttingen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;924.11;
2024;4656;Güttingen;0551;Einjährige Beeren (z.B. Erdbeeren);931.39;
2024;4656;Güttingen;0556;Buntbrache;247.94;
2024;4656;Güttingen;0559;Saum auf Ackerfläche;17.54;
2024;4656;Güttingen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);3.32;
2024;4656;Güttingen;0613;Übrige Dauerwiesen (ohne Weiden);15106.13;
2024;4656;Güttingen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1321.19;
2024;4656;Güttingen;0703;Obstanlagen (Birnen);581.24;
2024;4656;Güttingen;0714;Ziersträucher, Ziergehölze,  und Zierstauden;560.56;
2024;4656;Güttingen;0803;Gärtnerische Kulturen in Gewächshäusern mit festem Fundament;119.49;
2024;4656;Güttingen;0808;Gärtnerische Kulturen in geschütztem Anbau ohne festes Fundament;10.95;
2024;4656;Güttingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);228.01;
2024;4656;Güttingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;116
2024;4666;Kemmental;0501;Sommergerste;68.45;
2024;4666;Kemmental;0502;Wintergerste;9597.14;
2024;4666;Kemmental;0521;Silo- und Grünmais;16768.33;
2024;4666;Kemmental;0531;Sonnenblumen zur Speiseölgewinnung;2042.27;
2024;4666;Kemmental;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);677.25;
2024;4666;Kemmental;0545;Einjährige Freilandgemüse, ohne Konservengemüse;7117.53;
2024;4666;Kemmental;0556;Buntbrache;779.52;
2024;4666;Kemmental;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;9.44;
2024;4666;Kemmental;0611;Extensiv genutzte Wiesen (ohne Weiden);9995.20000000001;
2024;4666;Kemmental;0612;Wenig intensiv gen. Wiesen (ohne Weiden);998.35;
2024;4666;Kemmental;0703;Obstanlagen (Birnen);797.9;
2024;4666;Kemmental;0712;Christbäume;569.1;
2024;4666;Kemmental;0714;Ziersträucher, Ziergehölze,  und Zierstauden;5.79;
2024;4666;Kemmental;0721;Mehrjährige gärtnerische Freilandkulturen (nicht im Gewächshaus);2.87;
2024;4666;Kemmental;0723;Baumschule von Obst und Beeren;962.65;
2024;4666;Kemmental;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4666;Kemmental;0921;Hochstammfeldobstbäume;;5552
2024;4666;Kemmental;0924;Einheimische standortgerechte Einzelbäume und Alleen;;384
2024;4666;Kemmental;0925;Markante Einzelbäume;;11
2024;4666;Kemmental;0998;Übrige Flächen ausserhalb der LN;;
2024;4671;Kreuzlingen;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);269.75;
2024;4671;Kreuzlingen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);1324.98;
2024;4671;Kreuzlingen;0521;Silo- und Grünmais;1974.89;
2024;4671;Kreuzlingen;0531;Sonnenblumen zur Speiseölgewinnung;425.63;
2024;4671;Kreuzlingen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);53.21;
2024;4671;Kreuzlingen;0613;Übrige Dauerwiesen (ohne Weiden);3981.0;
2024;4671;Kreuzlingen;0702;Obstanlagen (Äpfel);998.34;
2024;4671;Kreuzlingen;0704;Obstanlagen (Steinobst);16.2;
2024;4671;Kreuzlingen;0713;Baumschule von Forstpflanzen ausserhalb der Forstzone;53.67;
2024;4671;Kreuzlingen;0797;Übrige Flächen mit Dauerkulturen, beitragsberechtigt;9.15;
2024;4671;Kreuzlingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);94.44;
2024;4671;Kreuzlingen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;62.8;
2024;4671;Kreuzlingen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4671;Kreuzlingen;0921;Hochstammfeldobstbäume;;735
2024;4671;Kreuzlingen;0922;Nussbäume;;43
2024;4671;Kreuzlingen;10701;RebenaLN;;
2024;4681;Langrickenbach;0501;Sommergerste;194.3;
2024;4681;Langrickenbach;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);66.99;
2024;4681;Langrickenbach;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);7666.91;
2024;4681;Langrickenbach;0522;Zuckerrüben;1460.79;
2024;4681;Langrickenbach;0524;Kartoffeln;4.89;
2024;4681;Langrickenbach;0527;Winterraps zur Speiseölgewinnung;1590.22;
2024;4681;Langrickenbach;0534;Lein;96.23;
2024;4681;Langrickenbach;0545;Einjährige Freilandgemüse, ohne Konservengemüse;1708.7;
2024;4681;Langrickenbach;0546;Freiland-Konservengemüse;3.47;
2024;4681;Langrickenbach;0556;Buntbrache;290.97;
2024;4681;Langrickenbach;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);221.85;
2024;4681;Langrickenbach;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;73.54;
2024;4681;Langrickenbach;0712;Christbäume;14.02;
2024;4681;Langrickenbach;0802;Übrige Spezialkulturen in Gewächshäusern mit festem Fundament;41.81;
2024;4681;Langrickenbach;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);129.41;
2024;4681;Langrickenbach;0922;Nussbäume;;111
2024;4683;Lengwil;0508;Körnermais;2528.37;
2024;4683;Lengwil;0524;Kartoffeln;436.4;
2024;4683;Lengwil;0527;Winterraps zur Speiseölgewinnung;2767.11;
2024;4683;Lengwil;0531;Sonnenblumen zur Speiseölgewinnung;356.95;
2024;4683;Lengwil;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);146.8;
2024;4683;Lengwil;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);315.16;
2024;4683;Lengwil;0538;Lupinen;109.12;
2024;4683;Lengwil;0545;Einjährige Freilandgemüse, ohne Konservengemüse;516.17;
2024;4683;Lengwil;0557;Rotationsbrache;41.02;
2024;4683;Lengwil;0559;Saum auf Ackerfläche;45.12;
2024;4683;Lengwil;0572;Nützlingsstreifen einjährig;5.21;
2024;4683;Lengwil;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;168.29;
2024;4683;Lengwil;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);429.82;
2024;4683;Lengwil;0612;Wenig intensiv gen. Wiesen (ohne Weiden);3.18;
2024;4683;Lengwil;0617;Extensiv genutzte Weiden;129.24;
2024;4683;Lengwil;0635;Uferwiese (ohne Weiden);12.89;
2024;4683;Lengwil;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;117.73;
2024;4683;Lengwil;0702;Obstanlagen (Äpfel);255.08;
2024;4683;Lengwil;0704;Obstanlagen (Steinobst);7.5;
2024;4683;Lengwil;0904;Wassergräben, Tümpel, Teiche;;
2024;4683;Lengwil;0924;Einheimische standortgerechte Einzelbäume und Alleen;;105
2024;4683;Lengwil;0926;andere Bäume;;9
2024;4691;Münsterlingen;0502;Wintergerste;1497.87;
2024;4691;Münsterlingen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);3581.9;
2024;4691;Münsterlingen;0551;Einjährige Beeren (z.B. Erdbeeren);9.77;
2024;4691;Münsterlingen;0557;Rotationsbrache;69.57;
2024;4691;Münsterlingen;0601;Kunstwiesen (ohne Weiden);3894.29;
2024;4691;Münsterlingen;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;67.15;
2024;4691;Münsterlingen;0702;Obstanlagen (Äpfel);4025.39;
2024;4691;Münsterlingen;0704;Obstanlagen (Steinobst);16.19;
2024;4691;Münsterlingen;0705;Mehrjährige Beeren;2.31;
2024;4691;Münsterlingen;0706;Mehrjährige Gewürz- und Medizinalpflanzen;4.05;
2024;4691;Münsterlingen;0811;"Gemüsekulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden";30.16;
2024;4691;Münsterlingen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;48.01;
2024;4691;Münsterlingen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4691;Münsterlingen;0921;Hochstammfeldobstbäume;;217
2024;4691;Münsterlingen;10572;Nützlingsstreifen mehrjährig;10.83;
2024;4696;Tägerwilen;0505;Triticale;66.65;
2024;4696;Tägerwilen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);4703.79;
2024;4696;Tägerwilen;0521;Silo- und Grünmais;1853.77;
2024;4696;Tägerwilen;0527;Winterraps zur Speiseölgewinnung;1429.26;
2024;4696;Tägerwilen;0551;Einjährige Beeren (z.B. Erdbeeren);43.88;
2024;4696;Tägerwilen;0556;Buntbrache;585.7;
2024;4696;Tägerwilen;0601;Kunstwiesen (ohne Weiden);6936.7;
2024;4696;Tägerwilen;0611;Extensiv genutzte Wiesen (ohne Weiden);2425.94;
2024;4696;Tägerwilen;0701;Reben;30.09;
2024;4696;Tägerwilen;0702;Obstanlagen (Äpfel);25.75;
2024;4696;Tägerwilen;0705;Mehrjährige Beeren;61.11;
2024;4696;Tägerwilen;0709;Rhabarber;21.91;
2024;4696;Tägerwilen;0712;Christbäume;109.27;
2024;4696;Tägerwilen;0714;Ziersträucher, Ziergehölze,  und Zierstauden;8.45;
2024;4696;Tägerwilen;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);20.1;
2024;4696;Tägerwilen;0811;"Gemüsekulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden";38.59;
2024;4696;Tägerwilen;0848;übrige Kulturen in geschütztem Anbau mit festem Fundament;100.15;
2024;4696;Tägerwilen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4696;Tägerwilen;0921;Hochstammfeldobstbäume;;1677
2024;4696;Tägerwilen;0926;andere Bäume;;35
2024;4696;Tägerwilen;0998;Übrige Flächen ausserhalb der LN;;
2024;4701;Wäldi;0505;Triticale;1423.33;
2024;4701;Wäldi;0508;Körnermais;4803.13;
2024;4701;Wäldi;0521;Silo- und Grünmais;7028.88;
2024;4701;Wäldi;0527;Winterraps zur Speiseölgewinnung;788.55;
