jahr;bfs_nr_gemeinde;gemeindename;kultur_code;kultur_bezeichnung;landw_nutzflaeche_in_aren;anzahl_baeume
2024;4701;Wäldi;0528;Soja;1076.04;
2024;4701;Wäldi;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);328.19;
2024;4701;Wäldi;0547;Wurzeln der Treibzichorie;311.17;
2024;4701;Wäldi;0556;Buntbrache;464.54;
2024;4701;Wäldi;0572;Nützlingsstreifen einjährig;34.55;
2024;4701;Wäldi;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);39.68;
2024;4701;Wäldi;0611;Extensiv genutzte Wiesen (ohne Weiden);4247.34;
2024;4701;Wäldi;0702;Obstanlagen (Äpfel);41.03;
2024;4701;Wäldi;0703;Obstanlagen (Birnen);5.64;
2024;4701;Wäldi;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);189.38;
2024;4701;Wäldi;0902;übrige Unproduktive Flächen (z.B. gemulchte Flächen, stark verunkraute Flächen, Hecke ohne Pufferstreifen;;
2024;4701;Wäldi;0907;Unbefestigte, natürliche Wege;;
2024;4701;Wäldi;0909;Hausgärten;;
2024;4701;Wäldi;0921;Hochstammfeldobstbäume;;1787
2024;4701;Wäldi;10572;Nützlingsstreifen mehrjährig;31.21;
2024;4711;Affeltrangen;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);93.8;
2024;4711;Affeltrangen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);11018.79;
2024;4711;Affeltrangen;0516;Dinkel;558.58;
2024;4711;Affeltrangen;0527;Winterraps zur Speiseölgewinnung;1809.77;
2024;4711;Affeltrangen;0547;Wurzeln der Treibzichorie;665.31;
2024;4711;Affeltrangen;0557;Rotationsbrache;329.71;
2024;4711;Affeltrangen;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);51.24;
2024;4711;Affeltrangen;0611;Extensiv genutzte Wiesen (ohne Weiden);4666.0;
2024;4711;Affeltrangen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);491.54;
2024;4711;Affeltrangen;0617;Extensiv genutzte Weiden;1080.93;
2024;4711;Affeltrangen;0705;Mehrjährige Beeren;16.79;
2024;4711;Affeltrangen;0710;Spargel;8.42;
2024;4711;Affeltrangen;0712;Christbäume;4.88;
2024;4711;Affeltrangen;0851;Streueflächen innerhalb der LN;364.22;
2024;4711;Affeltrangen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);338.34;
2024;4711;Affeltrangen;0901;Wald;;
2024;4711;Affeltrangen;0904;Wassergräben, Tümpel, Teiche;;
2024;4711;Affeltrangen;0907;Unbefestigte, natürliche Wege;;
2024;4711;Affeltrangen;0923;Edelkastanienbäume;;16
2024;4711;Affeltrangen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;245
2024;4711;Affeltrangen;0926;andere Bäume;;33
2024;4716;Bettwiesen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);140.79;
2024;4716;Bettwiesen;0611;Extensiv genutzte Wiesen (ohne Weiden);511.67;
2024;4716;Bettwiesen;0613;Übrige Dauerwiesen (ohne Weiden);16375.59;
2024;4716;Bettwiesen;0617;Extensiv genutzte Weiden;770.59;
2024;4716;Bettwiesen;0701;Reben;3.75;
2024;4716;Bettwiesen;0923;Edelkastanienbäume;;6
2024;4716;Bettwiesen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;68
2024;4716;Bettwiesen;0925;Markante Einzelbäume;;3
2024;4721;Bichelsee-Balterswil;0504;Hafer;60.2;
2024;4721;Bichelsee-Balterswil;0505;Triticale;71.46;
2024;4721;Bichelsee-Balterswil;0507;Futterweizen gemäss Sortenlist swiss granum;757.2;
2024;4721;Bichelsee-Balterswil;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);291.59;
2024;4721;Bichelsee-Balterswil;0521;Silo- und Grünmais;3470.21;
2024;4721;Bichelsee-Balterswil;0581;Sorghum zur Nutzung ganze Pflanze;79.33;
2024;4721;Bichelsee-Balterswil;0601;Kunstwiesen (ohne Weiden);5988.55;
2024;4721;Bichelsee-Balterswil;0612;Wenig intensiv gen. Wiesen (ohne Weiden);157.67;
2024;4721;Bichelsee-Balterswil;0635;Uferwiese (ohne Weiden);5.5;
2024;4721;Bichelsee-Balterswil;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;2.5;
2024;4721;Bichelsee-Balterswil;0702;Obstanlagen (Äpfel);9.75;
2024;4721;Bichelsee-Balterswil;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);99.22;
2024;4721;Bichelsee-Balterswil;0901;Wald;;
2024;4721;Bichelsee-Balterswil;0907;Unbefestigte, natürliche Wege;;
2024;4721;Bichelsee-Balterswil;0998;Übrige Flächen ausserhalb der LN;;
2024;4723;Braunau;0508;Körnermais;93.89;
2024;4723;Braunau;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);2558.53;
2024;4723;Braunau;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);167.41;
2024;4723;Braunau;0545;Einjährige Freilandgemüse, ohne Konservengemüse;1179.57;
2024;4723;Braunau;0547;Wurzeln der Treibzichorie;111.44;
2024;4723;Braunau;0551;Einjährige Beeren (z.B. Erdbeeren);17.5;
2024;4723;Braunau;0556;Buntbrache;41.7;
2024;4723;Braunau;0557;Rotationsbrache;246.38;
2024;4723;Braunau;0613;Übrige Dauerwiesen (ohne Weiden);40637.74;
2024;4723;Braunau;0705;Mehrjährige Beeren;188.21;
2024;4723;Braunau;0851;Streueflächen innerhalb der LN;179.84;
2024;4723;Braunau;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);82.01;
2024;4723;Braunau;0901;Wald;;
2024;4723;Braunau;0907;Unbefestigte, natürliche Wege;;
2024;4723;Braunau;0909;Hausgärten;;
2024;4723;Braunau;0921;Hochstammfeldobstbäume;;3539
2024;4724;Eschlikon;0507;Futterweizen gemäss Sortenlist swiss granum;449.93;
2024;4724;Eschlikon;0521;Silo- und Grünmais;2951.7;
2024;4724;Eschlikon;0601;Kunstwiesen (ohne Weiden);6024.26;
2024;4724;Eschlikon;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);377.28;
2024;4724;Eschlikon;0701;Reben;19.42;
2024;4724;Eschlikon;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;14.55;
2024;4724;Eschlikon;0904;Wassergräben, Tümpel, Teiche;;
2024;4724;Eschlikon;0921;Hochstammfeldobstbäume;;894
2024;4724;Eschlikon;0922;Nussbäume;;124
2024;4726;Fischingen;0502;Wintergerste;271.61;
2024;4726;Fischingen;0507;Futterweizen gemäss Sortenlist swiss granum;288.66;
2024;4726;Fischingen;0508;Körnermais;234.59;
2024;4726;Fischingen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);217.92;
2024;4726;Fischingen;0514;Roggen;7.96;
2024;4726;Fischingen;0601;Kunstwiesen (ohne Weiden);4526.53;
2024;4726;Fischingen;0611;Extensiv genutzte Wiesen (ohne Weiden);7505.17;
2024;4726;Fischingen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);409.92;
2024;4726;Fischingen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);14122.01;
2024;4726;Fischingen;0717;Rebflächen mit natürlicher Artenvielfalt;6.66;
2024;4726;Fischingen;0721;Mehrjährige gärtnerische Freilandkulturen (nicht im Gewächshaus);7.28;
2024;4726;Fischingen;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);16.63;
2024;4726;Fischingen;0808;Gärtnerische Kulturen in geschütztem Anbau ohne festes Fundament;55.17;
2024;4726;Fischingen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;131.88;
2024;4726;Fischingen;0925;Markante Einzelbäume;;4
2024;4741;Lommis;0505;Triticale;262.13;
2024;4741;Lommis;0507;Futterweizen gemäss Sortenlist swiss granum;579.06;
2024;4741;Lommis;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);61.19;
2024;4741;Lommis;0516;Dinkel;336.44;
2024;4741;Lommis;0523;Futterrüben;27.52;
2024;4741;Lommis;0527;Winterraps zur Speiseölgewinnung;1608.04;
2024;4741;Lommis;0546;Freiland-Konservengemüse;603.19;
2024;4741;Lommis;0547;Wurzeln der Treibzichorie;180.38;
2024;4741;Lommis;0597;Übrige offene Ackerfläche, beitragsberechtigt;25.95;
2024;4741;Lommis;0613;Übrige Dauerwiesen (ohne Weiden);12574.66;
2024;4741;Lommis;0701;Reben;47.66;
2024;4741;Lommis;0702;Obstanlagen (Äpfel);41.58;
2024;4741;Lommis;0706;Mehrjährige Gewürz- und Medizinalpflanzen;1.35;
2024;4741;Lommis;0709;Rhabarber;177.95;
2024;4741;Lommis;0717;Rebflächen mit natürlicher Artenvielfalt;134.22;
2024;4741;Lommis;0851;Streueflächen innerhalb der LN;487.6;
2024;4741;Lommis;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);4.98;
2024;4741;Lommis;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4741;Lommis;0904;Wassergräben, Tümpel, Teiche;;
2024;4741;Lommis;0905;Ruderalflächen, Steinhaufen und  -wälle;;
2024;4741;Lommis;0924;Einheimische standortgerechte Einzelbäume und Alleen;;110
2024;4741;Lommis;0926;andere Bäume;;1
2024;4746;Münchwilen (TG);0502;Wintergerste;642.31;
2024;4746;Münchwilen (TG);0521;Silo- und Grünmais;4472.9;
2024;4746;Münchwilen (TG);0522;Zuckerrüben;1193.07;
2024;4746;Münchwilen (TG);0524;Kartoffeln;734.14;
2024;4746;Münchwilen (TG);0546;Freiland-Konservengemüse;398.68;
2024;4746;Münchwilen (TG);0559;Saum auf Ackerfläche;32.55;
2024;4746;Münchwilen (TG);0566;Mohn;164.44;
2024;4746;Münchwilen (TG);0601;Kunstwiesen (ohne Weiden);5162.5;
2024;4746;Münchwilen (TG);0617;Extensiv genutzte Weiden;97.18;
2024;4746;Münchwilen (TG);0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;73.95;
2024;4746;Münchwilen (TG);0701;Reben;12.0;
2024;4746;Münchwilen (TG);10572;Nützlingsstreifen mehrjährig;10.16;
2024;4751;Rickenbach (TG);0502;Wintergerste;56.14;
2024;4751;Rickenbach (TG);0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);843.74;
2024;4751;Rickenbach (TG);0617;Extensiv genutzte Weiden;16.68;
2024;4751;Rickenbach (TG);0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4751;Rickenbach (TG);0924;Einheimische standortgerechte Einzelbäume und Alleen;;43
2024;4756;Schönholzerswilen;0505;Triticale;23.38;
2024;4756;Schönholzerswilen;0511;Emmer, Einkorn;16.58;
2024;4756;Schönholzerswilen;0516;Dinkel;398.22;
2024;4756;Schönholzerswilen;0524;Kartoffeln;97.2;
2024;4756;Schönholzerswilen;0531;Sonnenblumen zur Speiseölgewinnung;208.63;
2024;4756;Schönholzerswilen;0534;Lein;164.93;
2024;4756;Schönholzerswilen;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);165.67;
2024;4756;Schönholzerswilen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;2016.73;
2024;4756;Schönholzerswilen;0553;Einjährige Gewürz- und Medizinalpflanzen;88.77;
2024;4756;Schönholzerswilen;0557;Rotationsbrache;31.95;
2024;4756;Schönholzerswilen;0613;Übrige Dauerwiesen (ohne Weiden);40614.43;
2024;4756;Schönholzerswilen;0705;Mehrjährige Beeren;84.17;
2024;4756;Schönholzerswilen;0712;Christbäume;24.07;
2024;4756;Schönholzerswilen;0851;Streueflächen innerhalb der LN;566.34;
2024;4756;Schönholzerswilen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);134.63;
2024;4756;Schönholzerswilen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);14.15;
2024;4756;Schönholzerswilen;0907;Unbefestigte, natürliche Wege;;
2024;4756;Schönholzerswilen;0925;Markante Einzelbäume;;5
2024;4756;Schönholzerswilen;0926;andere Bäume;;19
2024;4761;Sirnach;0507;Futterweizen gemäss Sortenlist swiss granum;266.11;
2024;4761;Sirnach;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);29.48;
2024;4761;Sirnach;0524;Kartoffeln;610.09;
2024;4761;Sirnach;0527;Winterraps zur Speiseölgewinnung;450.1;
2024;4761;Sirnach;0546;Freiland-Konservengemüse;122.1;
2024;4761;Sirnach;0556;Buntbrache;113.25;
2024;4761;Sirnach;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);93.69;
2024;4761;Sirnach;0613;Übrige Dauerwiesen (ohne Weiden);35299.69;
2024;4761;Sirnach;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;571.28;
2024;4761;Sirnach;0704;Obstanlagen (Steinobst);55.93;
2024;4761;Sirnach;0813;"Beerenkulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden";14.49;
2024;4761;Sirnach;0851;Streueflächen innerhalb der LN;1898.91;
2024;4761;Sirnach;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);224.94;
2024;4761;Sirnach;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);36.02;
2024;4761;Sirnach;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;370.38;
2024;4761;Sirnach;0904;Wassergräben, Tümpel, Teiche;;
2024;4761;Sirnach;0921;Hochstammfeldobstbäume;;2090
2024;4761;Sirnach;0923;Edelkastanienbäume;;1
2024;4761;Sirnach;0926;andere Bäume;;4
2024;4776;Tobel-Tägerschen;0522;Zuckerrüben;439.19;
2024;4776;Tobel-Tägerschen;0617;Extensiv genutzte Weiden;279.36;
2024;4776;Tobel-Tägerschen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4776;Tobel-Tägerschen;0921;Hochstammfeldobstbäume;;1283
2024;4776;Tobel-Tägerschen;0923;Edelkastanienbäume;;3
2024;4781;Wängi;0521;Silo- und Grünmais;6908.09;
2024;4781;Wängi;0527;Winterraps zur Speiseölgewinnung;1047.0;
2024;4781;Wängi;0545;Einjährige Freilandgemüse, ohne Konservengemüse;393.58;
2024;4781;Wängi;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;6.5;
2024;4781;Wängi;0702;Obstanlagen (Äpfel);78.85;
2024;4781;Wängi;0705;Mehrjährige Beeren;272.58;
2024;4781;Wängi;0901;Wald;;
2024;4781;Wängi;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4781;Wängi;0904;Wassergräben, Tümpel, Teiche;;
2024;4781;Wängi;0921;Hochstammfeldobstbäume;;2714
2024;4781;Wängi;0923;Edelkastanienbäume;;2
2024;4781;Wängi;0924;Einheimische standortgerechte Einzelbäume und Alleen;;286
2024;4781;Wängi;0925;Markante Einzelbäume;;3
2024;4786;Wilen (TG);0521;Silo- und Grünmais;955.35;
2024;4786;Wilen (TG);0522;Zuckerrüben;330.17;
2024;4786;Wilen (TG);0635;Uferwiese (ohne Weiden);13.19;
2024;4786;Wilen (TG);0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);1.88;
2024;4791;Wuppenau;0501;Sommergerste;291.92;
2024;4791;Wuppenau;0504;Hafer;143.74;
2024;4791;Wuppenau;0507;Futterweizen gemäss Sortenlist swiss granum;959.07;
2024;4791;Wuppenau;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);421.84;
2024;4791;Wuppenau;0601;Kunstwiesen (ohne Weiden);6004.26;
2024;4791;Wuppenau;0611;Extensiv genutzte Wiesen (ohne Weiden);4744.07;
2024;4791;Wuppenau;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1600.71;
2024;4791;Wuppenau;0617;Extensiv genutzte Weiden;1073.25;
2024;4791;Wuppenau;0909;Hausgärten;;
2024;4791;Wuppenau;0922;Nussbäume;;297
2024;4791;Wuppenau;0925;Markante Einzelbäume;;15
2024;4801;Berlingen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);478.9;
2024;4801;Berlingen;0559;Saum auf Ackerfläche;60.19;
2024;4801;Berlingen;0601;Kunstwiesen (ohne Weiden);346.55;
2024;4801;Berlingen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1407.94;
2024;4801;Berlingen;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;9.72;
2024;4801;Berlingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);10.79;
2024;4801;Berlingen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);1.87;
2024;4801;Berlingen;0901;Wald;;
2024;4801;Berlingen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2024;4801;Berlingen;0921;Hochstammfeldobstbäume;;284
2024;4801;Berlingen;0926;andere Bäume;;3
2024;4806;Eschenz;0508;Körnermais;2333.9;
2024;4806;Eschenz;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);452.46;
2024;4806;Eschenz;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);5996.54;
2024;4806;Eschenz;0524;Kartoffeln;1635.65;
2024;4806;Eschenz;0528;Soja;191.73;
2024;4806;Eschenz;0559;Saum auf Ackerfläche;32.24;
2024;4806;Eschenz;0572;Nützlingsstreifen einjährig;134.76;
2024;4806;Eschenz;0601;Kunstwiesen (ohne Weiden);12790.68;
2024;4806;Eschenz;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);9.58;
2024;4806;Eschenz;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;300.56;
2024;4806;Eschenz;0901;Wald;;
2024;4806;Eschenz;0921;Hochstammfeldobstbäume;;2397
2024;4806;Eschenz;0923;Edelkastanienbäume;;28
2024;4811;Herdern;0502;Wintergerste;3143.54;
2024;4811;Herdern;0504;Hafer;131.08;
2024;4811;Herdern;0508;Körnermais;6218.96;
2024;4811;Herdern;0521;Silo- und Grünmais;5376.19;
2024;4811;Herdern;0523;Futterrüben;46.52;
2024;4811;Herdern;0524;Kartoffeln;1986.76;
2024;4811;Herdern;0546;Freiland-Konservengemüse;209.94;
2024;4811;Herdern;0611;Extensiv genutzte Wiesen (ohne Weiden);5535.18;
2024;4811;Herdern;0613;Übrige Dauerwiesen (ohne Weiden);14368.17;
2024;4811;Herdern;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;84.55;
2024;4811;Herdern;0701;Reben;299.32;
2024;4811;Herdern;0710;Spargel;657.56;
2024;4811;Herdern;0723;Baumschule von Obst und Beeren;23.65;
2024;4811;Herdern;0907;Unbefestigte, natürliche Wege;;
2024;4811;Herdern;0909;Hausgärten;;
2024;4811;Herdern;0922;Nussbäume;;200
2024;4811;Herdern;0924;Einheimische standortgerechte Einzelbäume und Alleen;;457
2024;4811;Herdern;10572;Nützlingsstreifen mehrjährig;6.76;
2024;4816;Homburg;0502;Wintergerste;6112.19;
2024;4816;Homburg;0504;Hafer;439.41;
2024;4816;Homburg;0508;Körnermais;3195.69;
2024;4816;Homburg;0511;Emmer, Einkorn;197.77;
2024;4816;Homburg;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);840.57;
2024;4816;Homburg;0516;Dinkel;930.94;
2024;4816;Homburg;0531;Sonnenblumen zur Speiseölgewinnung;1830.78;
2024;4816;Homburg;0546;Freiland-Konservengemüse;672.24;
2024;4816;Homburg;0547;Wurzeln der Treibzichorie;1463.57;
2024;4816;Homburg;0553;Einjährige Gewürz- und Medizinalpflanzen;304.3;
2024;4816;Homburg;0556;Buntbrache;1294.99;
2024;4816;Homburg;0578;Hirse zur Körnergewinnung;951.09;
2024;4816;Homburg;0611;Extensiv genutzte Wiesen (ohne Weiden);10374.51;
2024;4816;Homburg;0613;Übrige Dauerwiesen (ohne Weiden);27481.2;
2024;4816;Homburg;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;215.56;
2024;4816;Homburg;0702;Obstanlagen (Äpfel);1632.32;
2024;4816;Homburg;0712;Christbäume;121.51;
2024;4816;Homburg;0721;Mehrjährige gärtnerische Freilandkulturen (nicht im Gewächshaus);5.93;
2024;4816;Homburg;0723;Baumschule von Obst und Beeren;57.61;
2024;4816;Homburg;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);206.72;
2024;4816;Homburg;0922;Nussbäume;;940
2024;4816;Homburg;0923;Edelkastanienbäume;;7
2024;4816;Homburg;0998;Übrige Flächen ausserhalb der LN;;
2024;4821;Hüttwilen;0508;Körnermais;5150.91;
2024;4821;Hüttwilen;0527;Winterraps zur Speiseölgewinnung;3737.07;
2024;4821;Hüttwilen;0528;Soja;501.6;
2024;4821;Hüttwilen;0547;Wurzeln der Treibzichorie;607.05;
2024;4821;Hüttwilen;0557;Rotationsbrache;60.44;
2024;4821;Hüttwilen;0575;Hanf zur Nutzung der Samen;165.11;
2024;4821;Hüttwilen;0601;Kunstwiesen (ohne Weiden);8549.35;
2024;4821;Hüttwilen;0617;Extensiv genutzte Weiden;1354.98;
2024;4821;Hüttwilen;0710;Spargel;389.68;
2024;4821;Hüttwilen;0714;Ziersträucher, Ziergehölze,  und Zierstauden;168.94;
2024;4821;Hüttwilen;0718;Trüffelanlagen;21.2;
2024;4821;Hüttwilen;0724;Übrige Baumschulen (Rosen, Zierstauden, usw.);126.74;
2024;4821;Hüttwilen;0851;Streueflächen innerhalb der LN;855.14;
2024;4821;Hüttwilen;0923;Edelkastanienbäume;;3
2024;4821;Hüttwilen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;217
2024;4821;Hüttwilen;0925;Markante Einzelbäume;;2
2024;4826;Mammern;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);2634.75;
2024;4826;Mammern;0516;Dinkel;56.13;
2024;4826;Mammern;0521;Silo- und Grünmais;1046.8;
2024;4826;Mammern;0531;Sonnenblumen zur Speiseölgewinnung;408.99;
2024;4826;Mammern;0545;Einjährige Freilandgemüse, ohne Konservengemüse;85.71;
2024;4826;Mammern;0559;Saum auf Ackerfläche;6.22;
2024;4826;Mammern;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;3.27;
2024;4826;Mammern;0702;Obstanlagen (Äpfel);843.14;
2024;4826;Mammern;0703;Obstanlagen (Birnen);4059.28;
2024;4826;Mammern;0851;Streueflächen innerhalb der LN;69.07;
2024;4826;Mammern;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);142.41;
2024;4826;Mammern;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);5.69;
2024;4826;Mammern;0922;Nussbäume;;78
2024;4826;Mammern;0923;Edelkastanienbäume;;2
2024;4826;Mammern;0926;andere Bäume;;14
2024;4826;Mammern;0998;Übrige Flächen ausserhalb der LN;;
2024;4831;Müllheim;0502;Wintergerste;1343.6;
2024;4831;Müllheim;0505;Triticale;174.39;
2024;4831;Müllheim;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);5479.3;
2024;4831;Müllheim;0516;Dinkel;501.92;
2024;4831;Müllheim;0523;Futterrüben;83.35;
2024;4831;Müllheim;0524;Kartoffeln;302.73;
2024;4831;Müllheim;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);243.9;
2024;4831;Müllheim;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);70.48;
2024;4831;Müllheim;0612;Wenig intensiv gen. Wiesen (ohne Weiden);68.98;
2024;4831;Müllheim;0613;Übrige Dauerwiesen (ohne Weiden);8401.1;
2024;4831;Müllheim;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1063.51;
2024;4831;Müllheim;0617;Extensiv genutzte Weiden;243.16;
