jahr;standortgemeinde;code;hauptkategorie;kategorie;durchschnittsbestand_stueck;durchschnittsbestand_grossvieheinheiten
2019;Wigoltingen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;48.0;16.0942
2019;Wigoltingen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;77.0;10.058
2019;Wigoltingen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;31.0;21.8131
2019;Wigoltingen;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;1.0;0.9767
2019;Wigoltingen;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;5.0;2.0463
2019;Wigoltingen;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;2.0;0.5911
2019;Wigoltingen;1351;Schafgattung;Schafe gemolken;;0.0
2019;Wigoltingen;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);20.0;0.0
2019;Wigoltingen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;126.0;0.0
2019;Wigoltingen;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);360.0;0.0
2019;Wigoltingen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;6399.0;0.0
2019;Wigoltingen;1863;Kaninchen;Andere Kaninchen;48.0;0.0
2019;Wigoltingen;1871;Übriges Geflügel;Enten (ohne Zierenten);9.0;0.0
2019;Wigoltingen;1872;Übriges Geflügel;Gänse;2.0;0.0
2019;Wigoltingen;1876;Übriges Geflügel;Wachteln;10.0;0.0
2019;Wigoltingen;1882;Bienenstände/Bienenvölker;Bienenvölker;123.0;0.0
2019;Wigoltingen;9009;Fische;Andere;;0.0
2019;Wil (SG);1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;3.0;2.0006
2019;Wil (SG);1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;6.0;2.7123
2019;Wil (SG);1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;0.0;0.1918
2019;Wil (SG);1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;1.0;0.2219
2019;Wil (SG);1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;0.0;0.2432
2019;Wil (SG);1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);15.0;0.0
2019;Wila;1110;Rindergattung und Wasserbüffel;Milchkühe;50.0;50.6822
2019;Wila;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;14.0;5.8378
2019;Wila;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;11.0;3.7747
2019;Wila;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;0.0;0.019
2019;Wilen (TG);1110;Rindergattung und Wasserbüffel;Milchkühe;118.0;118.1287
2019;Wilen (TG);1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;2.0;1.315
2019;Wilen (TG);1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;0.0;0.3945
2019;Wilen (TG);1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;4.0;1.9804
2019;Wilen (TG);1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;12.0;4.1101
2019;Wilen (TG);1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;21.0;2.8518
2019;Wilen (TG);1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;3.0;1.05
2019;Wilen (TG);1355;Schafgattung;Widder über 1-jährig;0.0;0.0
2019;Wilen (TG);1753;Nutzgeflügel;Konsumeier produzierende Hennen;45.0;0.0
2019;Wilen (TG);1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);13.0;0.0
2019;Wilen (TG);1871;Übriges Geflügel;Enten (ohne Zierenten);2.0;0.0
2019;Wilen (TG);1872;Übriges Geflügel;Gänse;3.0;0.0
2019;Wilen (TG);1883;Andere Tiere;Hundezucht;2.0;0.0
2019;Wittenbach;1611;Schweinegattung;Säugende Zuchtsauen;14.0;0.0
2019;Wittenbach;1621;Schweinegattung;Zuchteber;1.0;0.0
2019;Wittenbach;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;24000.0;0.0
2019;Wuppenau;1110;Rindergattung und Wasserbüffel;Milchkühe;918.0;918.781
2019;Wuppenau;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;111.0;44.4601
2019;Wuppenau;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;27.0;9.2119
2019;Wuppenau;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;0.0;0.1745
2019;Wuppenau;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;1.0;0.9452
2019;Wuppenau;1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;1.0;0.2224
2019;Wuppenau;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;24.0;0.0
2019;Wuppenau;1465;Ziegengattung;Ziegenböcke über 1-jährig;3.0;0.0
2019;Wuppenau;1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);2.0;0.0
2019;Wuppenau;1621;Schweinegattung;Zuchteber;5.0;0.0
2019;Wuppenau;1631;Schweinegattung;Abgesetzte Ferkel;1677.0;0.0
2019;Wuppenau;1753;Nutzgeflügel;Konsumeier produzierende Hennen;16527.0;0.0
2019;Wuppenau;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);15.0;0.0
2019;Wuppenau;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;6.0;0.0
2019;Wuppenau;1861;Kaninchen;Produzierende Zibben;4.0;0.0
2019;Wuppenau;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);7.0;0.0
2019;Wuppenau;1863;Kaninchen;Andere Kaninchen;19.0;0.0
2019;Wuppenau;1882;Bienenstände/Bienenvölker;Bienenvölker;145.0;0.0
2019;Wuppenau;1887;Übriges Geflügel;Perlhühner;2.0;0.0
2019;Wuppenau;1902;Hobbytierhaltung (Liebhabertiere);Wollschweine;2.0;0.0
2019;Wäldi;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;34.0;20.8562
2019;Wäldi;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;0.0;0.5737
2019;Wäldi;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;81.0;27.0447
2019;Wäldi;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;39.0;5.0748
2019;Wäldi;1150;Rindergattung und Wasserbüffel;Andere Kühe;21.0;21.4544
2019;Wäldi;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;1.0;0.7
2019;Wäldi;1359;Schafgattung;Weidelämmer (Mast unter 6 Monate) welche nicht den Muttertieren anzurechnen sind;81.0;0.0
2019;Wäldi;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;8.0;1.36
2019;Wäldi;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;394.0;0.0
2019;Wäldi;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;4160.0;0.0
2019;Wäldi;1872;Übriges Geflügel;Gänse;2.0;0.0
2019;Wängi;1110;Rindergattung und Wasserbüffel;Milchkühe;1195.0;1195.7148
2019;Wängi;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;147.0;19.2295
2019;Wängi;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;29.0;9.7779
2019;Wängi;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;105.0;73.5556
2019;Wängi;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;4.0;1.1308
2019;Wängi;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);130.0;0.0
2019;Wängi;1461;Ziegengattung;Ziegen gemolken;12.0;0.0
2019;Wängi;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);16.0;0.0
2019;Wängi;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;293.0;0.0
2019;Wängi;1753;Nutzgeflügel;Konsumeier produzierende Hennen;975.0;0.0
2019;Wängi;1762;Nutzgeflügel;Trutenvormast;1975.0;0.0
2019;Wängi;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;4.0;0.0
2019;Zihlschlacht-Sitterdorf;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;43.0;26.1437
2019;Zihlschlacht-Sitterdorf;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;85.0;28.21
2019;Zihlschlacht-Sitterdorf;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;121.0;15.8525
2019;Zihlschlacht-Sitterdorf;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;7.0;2.3976
2019;Zihlschlacht-Sitterdorf;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;0.0;0.0652
2019;Zihlschlacht-Sitterdorf;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;12.0;4.3563
2019;Zihlschlacht-Sitterdorf;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;0.0;0.2342
2019;Zihlschlacht-Sitterdorf;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);172.0;0.0
2019;Zihlschlacht-Sitterdorf;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);8.0;0.0
2019;Zihlschlacht-Sitterdorf;1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);0.0;0.0
2019;Zihlschlacht-Sitterdorf;1586;Andere Raufutter verzehrende Nutztiere;Alpakas unter 2-jährig;1.0;0.07
2019;Zihlschlacht-Sitterdorf;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;885.0;0.0
2019;Zihlschlacht-Sitterdorf;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);2.0;0.0
2019;Zihlschlacht-Sitterdorf;1882;Bienenstände/Bienenvölker;Bienenvölker;124.0;0.0
2019;Zihlschlacht-Sitterdorf;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;7.0;0.0
2019;Aadorf;1110;Rindergattung und Wasserbüffel;Milchkühe;727.0;727.2274
2019;Aadorf;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;28.0;16.8277
2019;Aadorf;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;100.0;40.3518
2019;Aadorf;1150;Rindergattung und Wasserbüffel;Andere Kühe;50.0;50.3617
2019;Aadorf;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;12.0;8.5899
2019;Aadorf;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;2.0;0.8257
2019;Aadorf;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;763.0;0.0
2019;Aadorf;1355;Schafgattung;Widder über 1-jährig;19.0;0.0
2019;Aadorf;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);61.0;0.0
2019;Aadorf;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;2.0;0.34
2019;Aadorf;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;32.0;0.0
2019;Aadorf;1621;Schweinegattung;Zuchteber;1.0;0.0
2019;Aadorf;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);130.0;0.0
2019;Aadorf;1904;Hobbytierhaltung (Liebhabertiere);Zierenten;2.0;0.0
2019;Affeltrangen;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;5.0;3.4859
2019;Affeltrangen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;144.0;57.9797
2019;Affeltrangen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;207.0;27.0232
2019;Affeltrangen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;97.0;68.0744
2019;Affeltrangen;1225;Pferdegattung;Equiden, Fohlen bis 180 Tage, ab 148 cm;2.0;0.7709
2019;Affeltrangen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);96.0;0.0
2019;Affeltrangen;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;10.0;0.0
2019;Affeltrangen;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;118.0;11.8
2019;Affeltrangen;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;2.0;0.22
2019;Affeltrangen;1611;Schweinegattung;Säugende Zuchtsauen;95.0;0.0
2019;Affeltrangen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;552.0;0.0
2019;Affeltrangen;1621;Schweinegattung;Zuchteber;7.0;0.0
2019;Affeltrangen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;607.0;0.0
2019;Affeltrangen;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);5.0;0.0
2019;Affeltrangen;1861;Kaninchen;Produzierende Zibben;21.0;0.0
2019;Affeltrangen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);82.0;0.0
2019;Affeltrangen;1871;Übriges Geflügel;Enten (ohne Zierenten);15.0;0.0
2019;Affeltrangen;1872;Übriges Geflügel;Gänse;5.0;0.0
2019;Affeltrangen;1882;Bienenstände/Bienenvölker;Bienenvölker;174.0;0.0
2019;Affeltrangen;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;2.0;0.0
2019;Altnau;1110;Rindergattung und Wasserbüffel;Milchkühe;378.0;378.2467
2019;Altnau;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;1.0;0.4789
2019;Altnau;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;28.0;9.3322
2019;Altnau;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;2.0;0.9701
2019;Altnau;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;50.0;6.5366
2019;Altnau;1465;Ziegengattung;Ziegenböcke über 1-jährig;1.0;0.0
2019;Altnau;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);432.0;0.0
2019;Altnau;1757;Nutzgeflügel;Mastpoulets jeden Alters;9600.0;0.0
2019;Amlikon-Bissegg;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;2.0;1.4366
2019;Amlikon-Bissegg;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;147.0;59.1681
2019;Amlikon-Bissegg;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;165.0;54.6768
2019;Amlikon-Bissegg;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;83.0;58.4049
2019;Amlikon-Bissegg;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;10.0;3.5402
2019;Amlikon-Bissegg;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;2.0;0.6836
2019;Amlikon-Bissegg;1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.0;0.074
2019;Amlikon-Bissegg;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);167.0;0.0
2019;Amlikon-Bissegg;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;21.0;2.31
2019;Amlikon-Bissegg;1631;Schweinegattung;Abgesetzte Ferkel;860.0;0.0
2019;Amlikon-Bissegg;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);844.0;0.0
2019;Amlikon-Bissegg;1753;Nutzgeflügel;Konsumeier produzierende Hennen;2311.0;0.0
2019;Amlikon-Bissegg;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);8.0;0.0
2019;Amlikon-Bissegg;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);10.0;0.0
2019;Amlikon-Bissegg;1876;Übriges Geflügel;Wachteln;5.0;0.0
2019;Amlikon-Bissegg;1882;Bienenstände/Bienenvölker;Bienenvölker;134.0;0.0
2019;Amriswil;1110;Rindergattung und Wasserbüffel;Milchkühe;1373.0;1373.6438
2019;Amriswil;1150;Rindergattung und Wasserbüffel;Andere Kühe;130.0;130.9562
2019;Amriswil;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;4.0;2.8632
2019;Amriswil;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;90.0;31.616
2019;Amriswil;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;10.0;2.6493
2019;Amriswil;1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;2.0;0.3699
2019;Amriswil;1355;Schafgattung;Widder über 1-jährig;14.0;0.0
2019;Amriswil;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);28.0;0.0
2019;Amriswil;1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);11.0;0.0
2019;Amriswil;1621;Schweinegattung;Zuchteber;6.0;0.0
2019;Amriswil;1631;Schweinegattung;Abgesetzte Ferkel;1232.0;0.0
2019;Amriswil;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);771.0;0.0
2019;Amriswil;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);6.0;0.0
2019;Amriswil;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;83.0;0.0
2019;Amriswil;1861;Kaninchen;Produzierende Zibben;3.0;0.0
2019;Amriswil;1863;Kaninchen;Andere Kaninchen;16.0;0.0
2019;Amriswil;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;19.0;0.0
2019;Amriswil;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;8.0;0.0
2019;Arbon;1110;Rindergattung und Wasserbüffel;Milchkühe;210.0;210.2438
2019;Arbon;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;1.0;0.6849
2019;Arbon;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;6.0;2.0279
2019;Arbon;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;18.0;2.4557
2019;Arbon;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;15.0;1.9617
2019;Arbon;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;0.0;0.0077
2019;Arbon;1861;Kaninchen;Produzierende Zibben;3.0;0.0
2019;Arbon;1872;Übriges Geflügel;Gänse;2.0;0.0
2019;Arbon;1876;Übriges Geflügel;Wachteln;1.0;0.0
2019;Arbon;1882;Bienenstände/Bienenvölker;Bienenvölker;87.0;0.0
2019;Arbon;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;2.0;0.0
2019;Arbon;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;140.0;0.0
2019;Basadingen-Schlattingen;1110;Rindergattung und Wasserbüffel;Milchkühe;151.0;151.8548
2019;Basadingen-Schlattingen;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;14.0;8.5924
2019;Basadingen-Schlattingen;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;8.0;5.1616
2019;Basadingen-Schlattingen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;22.0;8.9162
2019;Basadingen-Schlattingen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;56.0;18.7675
2019;Basadingen-Schlattingen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;49.0;6.4352
2019;Basadingen-Schlattingen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;30.0;21.581
2019;Basadingen-Schlattingen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;20.0;0.0
2019;Basadingen-Schlattingen;1355;Schafgattung;Widder über 1-jährig;5.0;0.0
2019;Basadingen-Schlattingen;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;4.0;0.0
2019;Basadingen-Schlattingen;1465;Ziegengattung;Ziegenböcke über 1-jährig;2.0;0.0
2019;Basadingen-Schlattingen;1611;Schweinegattung;Säugende Zuchtsauen;16.0;0.0
2019;Basadingen-Schlattingen;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;6.0;0.0
2019;Basadingen-Schlattingen;1882;Bienenstände/Bienenvölker;Bienenvölker;101.0;0.0
2019;Basadingen-Schlattingen;1883;Andere Tiere;Hundezucht;1.0;0.0
2019;Berg (TG);1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;32.0;19.5782
2019;Berg (TG);1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;93.0;37.4269
2019;Berg (TG);1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;1.0;0.4962
2019;Berg (TG);1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;75.0;9.8338
2019;Berg (TG);1150;Rindergattung und Wasserbüffel;Andere Kühe;11.0;11.7179
2019;Berg (TG);1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;0.0;0.163
2019;Berg (TG);1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;1.0;0.5658
2019;Berg (TG);1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;24.0;8.47
2019;Berg (TG);1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;1.0;0.4795
2019;Berg (TG);1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;0.0;0.2062
2019;Berg (TG);1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.0;0.074
2019;Berg (TG);1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;8.0;0.0
2019;Berg (TG);1465;Ziegengattung;Ziegenböcke über 1-jährig;1.0;0.0
2019;Berg (TG);1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);11.0;0.0
2019;Berg (TG);1611;Schweinegattung;Säugende Zuchtsauen;6.0;0.0
2019;Berg (TG);1631;Schweinegattung;Abgesetzte Ferkel;35.0;0.0
2019;Berg (TG);1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);11.0;0.0
2019;Berg (TG);1761;Nutzgeflügel;Truten jeden Alters;7.0;0.0
2019;Berg (TG);1861;Kaninchen;Produzierende Zibben;5.0;0.0
2019;Berg (TG);1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);6.0;0.0
2019;Berg (TG);1863;Kaninchen;Andere Kaninchen;6.0;0.0
2019;Berg (TG);1883;Andere Tiere;Hundezucht;1.0;0.0
2019;Berg (TG);1887;Übriges Geflügel;Perlhühner;7.0;0.0
2019;Berg (TG);1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;2.0;0.0
2019;Berlingen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;3.0;1.1093
2019;Berlingen;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;6.0;2.1
2019;Berlingen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;46.0;0.0
2019;Berlingen;1355;Schafgattung;Widder über 1-jährig;4.0;0.0
2019;Berlingen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);12.0;0.0
2019;Berlingen;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);1.0;0.0
2019;Berlingen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);9.0;0.0
2019;Berlingen;1863;Kaninchen;Andere Kaninchen;1.0;0.0
2019;Bettwiesen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;26.0;8.6459
2019;Bettwiesen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;43.0;5.6727
2019;Bettwiesen;1150;Rindergattung und Wasserbüffel;Andere Kühe;4.0;4.8466
2019;Bettwiesen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;62.0;43.6187
2019;Bettwiesen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;143.0;0.0
2019;Bettwiesen;1611;Schweinegattung;Säugende Zuchtsauen;40.0;0.0
2019;Bettwiesen;1621;Schweinegattung;Zuchteber;4.0;0.0
2019;Bettwiesen;1871;Übriges Geflügel;Enten (ohne Zierenten);10.0;0.0
2019;Bettwiesen;1872;Übriges Geflügel;Gänse;8.0;0.0
2019;Bettwiesen;1882;Bienenstände/Bienenvölker;Bienenvölker;30.0;0.0
2019;Bichelsee-Balterswil;1110;Rindergattung und Wasserbüffel;Milchkühe;577.0;577.3278
2019;Bichelsee-Balterswil;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;101.0;33.5994
2019;Bichelsee-Balterswil;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;44.0;31.0992
2019;Bichelsee-Balterswil;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;58.0;20.4246
2019;Bichelsee-Balterswil;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;0.0;0.0945
2019;Bichelsee-Balterswil;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;14.0;1.4
2019;Bichelsee-Balterswil;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;10.0;1.7
2019;Bichelsee-Balterswil;1611;Schweinegattung;Säugende Zuchtsauen;35.0;0.0
2019;Bichelsee-Balterswil;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;95.0;0.0
