jahr;standortgemeinde;code;hauptkategorie;kategorie;durchschnittsbestand_stueck;durchschnittsbestand_grossvieheinheiten
2015;Neunforn;1871;Übriges Geflügel;Enten (ohne Zierenten);7.0;0.0
2015;Neunforn;1872;Übriges Geflügel;Gänse;11.0;0.0
2015;Pfyn;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;31.8032
2015;Pfyn;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;5.9984
2015;Pfyn;1150;Rindergattung und Wasserbüffel;Andere Kühe;;5.0629
2015;Pfyn;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;80.0;0.0
2015;Pfyn;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;3.0;0.0
2015;Pfyn;1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);2.0;0.0
2015;Pfyn;1611;Schweinegattung;Säugende Zuchtsauen;75.0;0.0
2015;Pfyn;1753;Nutzgeflügel;Konsumeier produzierende Hennen;6510.0;0.0
2015;Pfyn;1863;Kaninchen;Andere Kaninchen;35.0;0.0
2015;Pfyn;1871;Übriges Geflügel;Enten (ohne Zierenten);5.0;0.0
2015;Pfyn;9006;Fische;Karpfen;;0.0
2015;Pfyn;9008;Fische;Egli;;0.0
2015;Raperswilen;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;2.0038
2015;Raperswilen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;16.0384
2015;Raperswilen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;6.7036
2015;Raperswilen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;2.7324
2015;Raperswilen;1150;Rindergattung und Wasserbüffel;Andere Kühe;;14.789
2015;Raperswilen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;48.0;0.0
2015;Raperswilen;1461;Ziegengattung;Ziegen gemolken;26.0;0.0
2015;Raperswilen;1621;Schweinegattung;Zuchteber;11.0;0.0
2015;Raperswilen;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;2268.0;0.0
2015;Raperswilen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;92.0;0.0
2015;Raperswilen;1861;Kaninchen;Produzierende Zibben;2.0;0.0
2015;Raperswilen;1871;Übriges Geflügel;Enten (ohne Zierenten);10.0;0.0
2015;Raperswilen;1887;Übriges Geflügel;Perlhühner;2.0;0.0
2015;Raperswilen;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);2.0;0.0
2015;Rickenbach (TG);1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;6.3134
2015;Rickenbach (TG);1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;2.9229
2015;Rickenbach (TG);1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;0.5179
2015;Rickenbach (TG);1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;0.1721
2015;Rickenbach (TG);1150;Rindergattung und Wasserbüffel;Andere Kühe;;2.0
2015;Rickenbach (TG);1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);1.0;0.0
2015;Roggwil (TG);1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;13.2104
2015;Roggwil (TG);1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;47.2786
2015;Roggwil (TG);1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;20.3217
2015;Roggwil (TG);1353;Schafgattung;Andere weibliche Schafe über 1-jährig;51.0;0.0
2015;Roggwil (TG);1465;Ziegengattung;Ziegenböcke über 1-jährig;3.0;0.0
2015;Roggwil (TG);1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;288.0;0.0
2015;Roggwil (TG);1863;Kaninchen;Andere Kaninchen;12.0;0.0
2015;Roggwil (TG);1872;Übriges Geflügel;Gänse;9.0;0.0
2015;Roggwil (TG);1882;Bienenstände/Bienenvölker;Bienenvölker;155.0;0.0
2015;Roggwil (TG);1883;Andere Tiere;Hundezucht;0.0;0.0
2015;Roggwil (TG);1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);3.0;0.0
2015;Romanshorn;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;6.2564
2015;Romanshorn;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;3.9255
2015;Romanshorn;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;4.143
2015;Romanshorn;1355;Schafgattung;Widder über 1-jährig;1.0;0.0
2015;Romanshorn;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);28.0;0.0
2015;Romanshorn;1611;Schweinegattung;Säugende Zuchtsauen;34.0;0.0
2015;Romanshorn;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;105.0;0.0
2015;Romanshorn;1871;Übriges Geflügel;Enten (ohne Zierenten);12.0;0.0
2015;Romanshorn;1872;Übriges Geflügel;Gänse;5.0;0.0
2015;Romanshorn;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;7.0;0.0
2015;Romanshorn;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;4.0;0.0
2015;Romanshorn;9002;Fische;Bachforelle (inkl. Seeforelle);;0.0
2015;Salenstein;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;3.2548
2015;Salenstein;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;1.2953
2015;Salenstein;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;6.2889
2015;Salenstein;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;1.0962
2015;Salenstein;1351;Schafgattung;Schafe gemolken;;0.0
2015;Salenstein;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;253.0;0.0
2015;Salenstein;1465;Ziegengattung;Ziegenböcke über 1-jährig;4.0;0.0
2015;Salenstein;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;6.0;0.0
2015;Salmsach;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;3.3123
2015;Salmsach;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;2.5965
2015;Salmsach;1355;Schafgattung;Widder über 1-jährig;6.0;0.0
2015;Salmsach;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);41.0;0.0
2015;Salmsach;1465;Ziegengattung;Ziegenböcke über 1-jährig;1.0;0.0
2015;Salmsach;1611;Schweinegattung;Säugende Zuchtsauen;13.0;0.0
2015;Salmsach;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1830.0;0.0
2015;Salmsach;1753;Nutzgeflügel;Konsumeier produzierende Hennen;205.0;0.0
2015;Salmsach;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);5.0;0.0
2015;Salmsach;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;1.0;0.0
2015;Salmsach;1861;Kaninchen;Produzierende Zibben;2.0;0.0
2015;Salmsach;1872;Übriges Geflügel;Gänse;4.0;0.0
2015;Schlatt (TG);1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;8.1122
2015;Schlatt (TG);1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;5.9843
2015;Schlatt (TG);1150;Rindergattung und Wasserbüffel;Andere Kühe;;21.4027
2015;Schlatt (TG);1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;8.0;0.0
2015;Schlatt (TG);1465;Ziegengattung;Ziegenböcke über 1-jährig;2.0;0.0
2015;Schlatt (TG);1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);2.0;0.0
2015;Schlatt (TG);1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;5.0;0.0
2015;Schlatt (TG);1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;390.0;0.0
2015;Schlatt (TG);1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1111.0;0.0
2015;Schlatt (TG);1761;Nutzgeflügel;Truten jeden Alters;2.0;0.0
2015;Schlatt (TG);1871;Übriges Geflügel;Enten (ohne Zierenten);4.0;0.0
2015;Schlatt (TG);1872;Übriges Geflügel;Gänse;23.0;0.0
2015;Schlatt (TG);1882;Bienenstände/Bienenvölker;Bienenvölker;87.0;0.0
2015;Schlatt (TG);1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;1.0;0.0
2015;Schönholzerswilen;1110;Rindergattung und Wasserbüffel;Milchkühe;;887.2247
2015;Schönholzerswilen;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;34.6603
2015;Schönholzerswilen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;59.4222
2015;Schönholzerswilen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;37.3423
2015;Schönholzerswilen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;26.9023
2015;Schönholzerswilen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;6.5142
2015;Schönholzerswilen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;30.8342
2015;Schönholzerswilen;1150;Rindergattung und Wasserbüffel;Andere Kühe;;91.1534
2015;Schönholzerswilen;1351;Schafgattung;Schafe gemolken;100.0;0.0
2015;Schönholzerswilen;1355;Schafgattung;Widder über 1-jährig;9.0;0.0
2015;Schönholzerswilen;1465;Ziegengattung;Ziegenböcke über 1-jährig;2.0;0.0
2015;Schönholzerswilen;1611;Schweinegattung;Säugende Zuchtsauen;113.0;0.0
2015;Schönholzerswilen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;266.0;0.0
2015;Schönholzerswilen;1631;Schweinegattung;Abgesetzte Ferkel;1230.0;0.0
2015;Schönholzerswilen;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);705.0;0.0
2015;Schönholzerswilen;1861;Kaninchen;Produzierende Zibben;2.0;0.0
2015;Schönholzerswilen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);0.0;0.0
2015;Schönholzerswilen;1871;Übriges Geflügel;Enten (ohne Zierenten);28.0;0.0
2015;Schönholzerswilen;1872;Übriges Geflügel;Gänse;2.0;0.0
2015;Schönholzerswilen;1883;Andere Tiere;Hundezucht;6.0;0.0
2015;Schönholzerswilen;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);5.0;0.0
2015;Schönholzerswilen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;10.0;0.0
2015;Schönholzerswilen;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;2.0;0.0
2015;Sirnach;1110;Rindergattung und Wasserbüffel;Milchkühe;;888.3013
2015;Sirnach;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;46.7278
2015;Sirnach;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;1.292
2015;Sirnach;1150;Rindergattung und Wasserbüffel;Andere Kühe;;20.4629
2015;Sirnach;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;4.0;0.0
2015;Sirnach;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;4.0;0.0
2015;Sirnach;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1383.0;0.0
2015;Sirnach;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);8.0;0.0
2015;Sirnach;1757;Nutzgeflügel;Mastpoulets jeden Alters;36152.0;0.0
2015;Sirnach;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);26.0;0.0
2015;Sirnach;1863;Kaninchen;Andere Kaninchen;35.0;0.0
2015;Sirnach;1871;Übriges Geflügel;Enten (ohne Zierenten);19.0;0.0
2015;Sirnach;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);8.0;0.0
2015;Sommeri;1110;Rindergattung und Wasserbüffel;Milchkühe;;265.4849
2015;Sommeri;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;9.9467
2015;Sommeri;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;680.0;0.0
2015;Sommeri;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;25.0;0.0
2015;Sommeri;1882;Bienenstände/Bienenvölker;Bienenvölker;47.0;0.0
2015;Sommeri;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;5.0;0.0
2015;Steckborn;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;9.3519
2015;Steckborn;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;0.8121
2015;Steckborn;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;4.8819
2015;Steckborn;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;5.1146
2015;Steckborn;1351;Schafgattung;Schafe gemolken;0.0;0.0
2015;Steckborn;1355;Schafgattung;Widder über 1-jährig;24.0;0.0
2015;Steckborn;1461;Ziegengattung;Ziegen gemolken;16.0;0.0
2015;Steckborn;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;4.0;0.0
2015;Steckborn;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);2.0;0.0
2015;Steckborn;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;19.0;0.0
2015;Steckborn;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;45.0;0.0
2015;Stettfurt;1110;Rindergattung und Wasserbüffel;Milchkühe;;230.8822
2015;Stettfurt;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;11.8729
2015;Stettfurt;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;4.8225
2015;Stettfurt;1461;Ziegengattung;Ziegen gemolken;2.0;0.0
2015;Stettfurt;1611;Schweinegattung;Säugende Zuchtsauen;7.0;0.0
2015;Stettfurt;1753;Nutzgeflügel;Konsumeier produzierende Hennen;363.0;0.0
2015;Stettfurt;1861;Kaninchen;Produzierende Zibben;3.0;0.0
2015;Stettfurt;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);10.0;0.0
2015;Stettfurt;1871;Übriges Geflügel;Enten (ohne Zierenten);2.0;0.0
2015;Stettfurt;1882;Bienenstände/Bienenvölker;Bienenvölker;85.0;0.0
2015;Stettfurt;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;2.0;0.0
2015;Sulgen;1110;Rindergattung und Wasserbüffel;Milchkühe;;481.3424
2015;Sulgen;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;0.669
2015;Sulgen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;25.0014
2015;Sulgen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;2.5125
2015;Sulgen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;6.9201
2015;Sulgen;1465;Ziegengattung;Ziegenböcke über 1-jährig;1.0;0.0
2015;Sulgen;1611;Schweinegattung;Säugende Zuchtsauen;43.0;0.0
2015;Sulgen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;128.0;0.0
2015;Sulgen;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);430.0;0.0
2015;Sulgen;1861;Kaninchen;Produzierende Zibben;13.0;0.0
2015;Sulgen;1872;Übriges Geflügel;Gänse;7.0;0.0
2015;Sulgen;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);15.0;0.0
2015;Thundorf;1110;Rindergattung und Wasserbüffel;Milchkühe;;728.8657
2015;Thundorf;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;77.8336
2015;Thundorf;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;9.0287
2015;Thundorf;1150;Rindergattung und Wasserbüffel;Andere Kühe;;44.6138
2015;Thundorf;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);92.0;0.0
2015;Thundorf;1461;Ziegengattung;Ziegen gemolken;2.0;0.0
2015;Thundorf;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;15.0;0.0
2015;Thundorf;1465;Ziegengattung;Ziegenböcke über 1-jährig;8.0;0.0
2015;Thundorf;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);12.0;0.0
2015;Thundorf;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);6.0;0.0
2015;Thundorf;1882;Bienenstände/Bienenvölker;Bienenvölker;85.0;0.0
2015;Thundorf;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;9.0;0.0
2015;Tobel-Tägerschen;1110;Rindergattung und Wasserbüffel;Milchkühe;;477.696
2015;Tobel-Tägerschen;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;5.7024
2015;Tobel-Tägerschen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;4.3309
2015;Tobel-Tägerschen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;;19.5151
2015;Tobel-Tägerschen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;7.5554
2015;Tobel-Tägerschen;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;15.0;0.0
2015;Tobel-Tägerschen;1631;Schweinegattung;Abgesetzte Ferkel;250.0;0.0
2015;Tobel-Tägerschen;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;18000.0;0.0
2015;Tobel-Tägerschen;1861;Kaninchen;Produzierende Zibben;6.0;0.0
2015;Tobel-Tägerschen;1872;Übriges Geflügel;Gänse;2.0;0.0
2015;Tobel-Tägerschen;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);6.0;0.0
2015;Tobel-Tägerschen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;5.0;0.0
2015;Tobel-Tägerschen;1904;Hobbytierhaltung (Liebhabertiere);Zierenten;4.0;0.0
2015;Tägerwilen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;4.7548
2015;Tägerwilen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;5.3745
2015;Tägerwilen;1150;Rindergattung und Wasserbüffel;Andere Kühe;;28.7809
2015;Tägerwilen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;114.0;0.0
2015;Tägerwilen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);95.0;0.0
2015;Tägerwilen;1465;Ziegengattung;Ziegenböcke über 1-jährig;2.0;0.0
2015;Tägerwilen;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;18.0;0.0
2015;Tägerwilen;1611;Schweinegattung;Säugende Zuchtsauen;27.0;0.0
2015;Tägerwilen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;354.0;0.0
2015;Tägerwilen;1861;Kaninchen;Produzierende Zibben;6.0;0.0
2015;Uesslingen-Buch;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;9.6802
2015;Uesslingen-Buch;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;19.3788
2015;Uesslingen-Buch;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;152.0;0.0
2015;Uesslingen-Buch;1465;Ziegengattung;Ziegenböcke über 1-jährig;1.0;0.0
2015;Uesslingen-Buch;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);2.0;0.0
2015;Uesslingen-Buch;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;57.0;0.0
2015;Uesslingen-Buch;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;8.0;0.0
2015;Uesslingen-Buch;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;6.0;0.0
2015;Uesslingen-Buch;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;2.0;0.0
2015;Uesslingen-Buch;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1817.0;0.0
2015;Uesslingen-Buch;1753;Nutzgeflügel;Konsumeier produzierende Hennen;421.0;0.0
2015;Uesslingen-Buch;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;8.0;0.0
2015;Uesslingen-Buch;1863;Kaninchen;Andere Kaninchen;21.0;0.0
2015;Uesslingen-Buch;1883;Andere Tiere;Hundezucht;6.0;0.0
2015;Uttwil;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;0.4044
2015;Uttwil;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;3.2807
2015;Uttwil;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;;0.0172
2015;Uttwil;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;145.0;0.0
2015;Wagenhausen;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;;5.8685
2015;Wagenhausen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;;17.8006
2015;Wagenhausen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;;4.3956
2015;Wagenhausen;1611;Schweinegattung;Säugende Zuchtsauen;18.0;0.0
2015;Wagenhausen;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);1.0;0.0
2015;Wagenhausen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;555.0;0.0
2015;Wagenhausen;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;9200.0;0.0
2015;Wagenhausen;1863;Kaninchen;Andere Kaninchen;9.0;0.0
2015;Wagenhausen;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;1.0;0.0
2015;Warth-Weiningen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;;16.2146
2015;Warth-Weiningen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);32.0;0.0
2015;Warth-Weiningen;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);2.0;0.0
2015;Warth-Weiningen;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;2.0;0.0
2015;Weinfelden;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;;22.2525
2015;Weinfelden;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;;6.6393
2015;Weinfelden;1150;Rindergattung und Wasserbüffel;Andere Kühe;;82.137
2015;Weinfelden;1359;Schafgattung;Weidelämmer (Mast unter 6 Monate) welche nicht den Muttertieren anzurechnen sind;0.0;0.0
2015;Weinfelden;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);9.0;0.0
2015;Weinfelden;1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);3.0;0.0
2015;Weinfelden;1631;Schweinegattung;Abgesetzte Ferkel;319.0;0.0
2015;Weinfelden;1871;Übriges Geflügel;Enten (ohne Zierenten);8.0;0.0
