jahr;standortgemeinde;code;kategorie;durchschnittsbestand_stueck;durchschnittsbestand_grossvieheinheiten
2024;Güttingen;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;12.3634;4.3271
2024;Güttingen;1352;Andere Schafe über 365 Tage alt, weiblich;195.3827;33.2151
2024;Güttingen;1358;Lämmer bis 180 Tage alt;134.0027;4.0201
2024;Güttingen;1611;Säugende Zuchtsauen;33.0;18.15
2024;Güttingen;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);320.0;0.0
2024;Güttingen;1639;Mastschweine und Remonten bis 6 Monate alt;1193.0;202.81
2024;Güttingen;1757;Mastpoulets jeden Alters;5067.0;20.268
2024;Güttingen;1871;Enten (ohne Zierenten);6.0;0.048
2024;Güttingen;1876;Wachteln;7.0;0.028
2024;Güttingen;1904;Zierenten;2.0;0.0
2024;Hagenbuch;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;0.1038;0.0135
2024;Häggenschwil;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;3.3716;2.3601
2024;Häggenschwil;1223;Equiden, Hengste über 900 Tage, ab 148 cm;1.1066;0.7746
2024;Häggenschwil;1225;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.5601;0.168
2024;Hauptwil-Gottshaus;1110;Milchkühe;918.765;918.765
2024;Hauptwil-Gottshaus;1124;Rindvieh, männliche Tiere über 730 Tage;2.5548;1.5328
2024;Hauptwil-Gottshaus;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;7.4072;2.4444
2024;Hauptwil-Gottshaus;1223;Equiden, Hengste über 900 Tage, ab 148 cm;2.8716;2.0102
2024;Hauptwil-Gottshaus;1352;Andere Schafe über 365 Tage alt, weiblich;426.1323;72.4426
2024;Hauptwil-Gottshaus;1468;Zicklein bis 180 Tage alt;5.1639;0.1549
2024;Hauptwil-Gottshaus;1631;Abgesetzte Ferkel;410.0;24.6
2024;Hauptwil-Gottshaus;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);240.0;0.0
2024;Hauptwil-Gottshaus;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;1501.0;6.004
2024;Hauptwil-Gottshaus;1861;Produzierende Zibben;2.0;0.068
2024;Hauptwil-Gottshaus;1872;Gänse;8.0;0.096
2024;Hauptwil-Gottshaus;1882;Bienenvölker;208.0;0.0
2024;Hauptwil-Gottshaus;1903;Mini-Pigs;4.0;0.0
2024;Hauptwil-Gottshaus;1971;Andere Tiere;7.0;0.0
2024;Hefenhofen;1124;Rindvieh, männliche Tiere über 730 Tage;0.735;0.441
2024;Hefenhofen;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;18.3333;7.3334
2024;Hefenhofen;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;21.7623;7.1815
2024;Hefenhofen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;0.6203;0.2047
2024;Hefenhofen;1144;Rindvieh, männliche Tiere bis 160 Tage alt;13.1585;1.7106
2024;Hefenhofen;1225;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.5164;0.1549
2024;Hefenhofen;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;6.7678;2.3687
2024;Hefenhofen;1263;Equiden, Hengste über 900 Tage, bis 148 cm;1.3607;0.4762
2024;Hefenhofen;1354;Andere Schafe über 365 Tage alt, männlich;1.4017;0.2383
2024;Hefenhofen;1461;Milchziegen;3.0;0.6
2024;Hefenhofen;1466;Jungziegen über 180 Tage bis 365 Tage alt;1.918;0.1151
2024;Hefenhofen;1621;Zuchteber;5.0;1.25
2024;Hefenhofen;1754;Bruteier produzierende Hennen und Hähne (Legelinien);2.0;0.02
2024;Hefenhofen;1904;Zierenten;2.0;0.0
2024;Herdern;1110;Milchkühe;327.2951;327.2951
2024;Herdern;1124;Rindvieh, männliche Tiere über 730 Tage;5.9619;3.5772
2024;Herdern;1150;Andere Kühe;25.5109;25.5109
2024;Herdern;1352;Andere Schafe über 365 Tage alt, weiblich;141.7541;24.0981
2024;Herdern;1354;Andere Schafe über 365 Tage alt, männlich;12.6093;2.1436
2024;Herdern;1356;Jungschafe über 180 Tage bis 365 Tage alt;54.8334;3.2901
2024;Herdern;1585;Alpakas über 2-jährig;6.0;0.66
2024;Herdern;1615;Nicht säugende Zuchtsauen über 6 Monate alt;276.0;71.76
2024;Herdern;1631;Abgesetzte Ferkel;1412.0;84.72
2024;Herdern;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);881.0;0.0
2024;Herdern;1863;Andere Kaninchen;2.0;0.0
2024;Herdern;1872;Gänse;2.0;0.024
2024;Herisau;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;0.9672;0.3192
2024;Hettlingen;1882;Bienenvölker;4.0;0.0
2024;Hohentannen;1110;Milchkühe;608.4017;608.4017
2024;Hohentannen;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;5.1913;2.0763
2024;Hohentannen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;7.8744;2.5985
2024;Hohentannen;1144;Rindvieh, männliche Tiere bis 160 Tage alt;50.8662;6.6128
2024;Hohentannen;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;33.4672;23.4271
2024;Hohentannen;1223;Equiden, Hengste über 900 Tage, ab 148 cm;1.0;0.7
2024;Hohentannen;1352;Andere Schafe über 365 Tage alt, weiblich;92.4919;15.7235
2024;Hohentannen;1354;Andere Schafe über 365 Tage alt, männlich;9.1366;1.5533
2024;Hohentannen;1462;Andere Ziegen über 365 Tage alt, weiblich;19.1858;3.2617
2024;Hohentannen;1464;Andere Ziegen über 365 Tage alt, männlich;3.5328;0.6006
2024;Hohentannen;1466;Jungziegen über 180 Tage bis 365 Tage alt;2.8414;0.1705
2024;Hohentannen;1611;Säugende Zuchtsauen;108.0;59.4
2024;Hohentannen;1631;Abgesetzte Ferkel;1830.0;109.8
2024;Hohentannen;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);1235.0;0.0
2024;Hohentannen;1754;Bruteier produzierende Hennen und Hähne (Legelinien);1.0;0.01
2024;Hohentannen;1862;Jungtiere (Mast bzw. Aufzucht);73.0;0.803
2024;Hohentannen;1863;Andere Kaninchen;15.0;0.0
2024;Hohentannen;1871;Enten (ohne Zierenten);4.0;0.032
2024;Hohentannen;1876;Wachteln;20.0;0.08
2024;Hohentannen;1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);77.0;0.0
2024;Hohentannen;1903;Mini-Pigs;6.0;0.0
2024;Hohentannen;1971;Andere Tiere;11.0;0.0
2024;Homburg;1110;Milchkühe;752.5427;752.5427
2024;Homburg;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;61.5875;24.635
2024;Homburg;1144;Rindvieh, männliche Tiere bis 160 Tage alt;345.0576;44.8576
2024;Homburg;1150;Andere Kühe;185.4043;185.4043
2024;Homburg;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;68.183;47.7282
2024;Homburg;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;75.4044;26.3916
2024;Homburg;1351;Milchschafe;133.4699;33.3675
2024;Homburg;1358;Lämmer bis 180 Tage alt;174.4097;5.2322
2024;Homburg;1464;Andere Ziegen über 365 Tage alt, männlich;4.4562;0.7576
2024;Homburg;1466;Jungziegen über 180 Tage bis 365 Tage alt;11.9426;0.7166
2024;Homburg;1468;Zicklein bis 180 Tage alt;17.9808;0.5395
2024;Homburg;1585;Alpakas über 2-jährig;81.0;8.91
2024;Homburg;1611;Säugende Zuchtsauen;107.0;58.85
2024;Homburg;1631;Abgesetzte Ferkel;1370.0;82.2
2024;Homburg;1639;Mastschweine und Remonten bis 6 Monate alt;1990.0;338.3
2024;Homburg;1757;Mastpoulets jeden Alters;20146.0;80.584
2024;Homburg;1861;Produzierende Zibben;7.0;0.238
2024;Homburg;1882;Bienenvölker;231.0;0.0
2024;Homburg;1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);35.0;0.0
2024;Homburg;1902;Wollschweine;2.0;0.0
2024;Homburg;1904;Zierenten;3.0;0.0
2024;Homburg;1971;Andere Tiere;5.0;0.0
2024;Horn;1123;Rindvieh, weibliche Tiere über 730 Tage;1.4918;0.8951
2024;Horn;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;0.2787;0.1115
2024;Horn;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;9.4645;3.1233
2024;Horn;1144;Rindvieh, männliche Tiere bis 160 Tage alt;4.1448;0.5388
2024;Horn;1464;Andere Ziegen über 365 Tage alt, männlich;1.0;0.17
2024;Horn;1882;Bienenvölker;24.0;0.0
2024;Hüttlingen;1110;Milchkühe;380.9155;380.9155
2024;Hüttlingen;1123;Rindvieh, weibliche Tiere über 730 Tage;17.295;10.377
2024;Hüttlingen;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;14.7869;5.9147
2024;Hüttlingen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;35.7159;11.7863
2024;Hüttlingen;1223;Equiden, Hengste über 900 Tage, ab 148 cm;3.0;2.1
2024;Hüttlingen;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;18.0;6.3
2024;Hüttlingen;1352;Andere Schafe über 365 Tage alt, weiblich;597.9016;101.6433
2024;Hüttlingen;1461;Milchziegen;0.3634;0.0727
2024;Hüttlingen;1464;Andere Ziegen über 365 Tage alt, männlich;2.9372;0.4993
2024;Hüttlingen;1615;Nicht säugende Zuchtsauen über 6 Monate alt;23.0;5.98
2024;Hüttlingen;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);65.0;0.0
2024;Hüttlingen;1639;Mastschweine und Remonten bis 6 Monate alt;434.0;73.78
2024;Hüttlingen;1757;Mastpoulets jeden Alters;1.0;0.004
2024;Hüttlingen;1882;Bienenvölker;77.0;0.0
2024;Hüttlingen;1886;Übrige Nutztiere;1.0;0.0
2024;Hüttlingen;1902;Wollschweine;5.0;0.0
2024;Hüttwilen;1124;Rindvieh, männliche Tiere über 730 Tage;1.1885;0.7131
2024;Hüttwilen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;12.6911;4.188
2024;Hüttwilen;1225;Equiden, Fohlen bis 180 Tage, ab 148 cm;1.4399;0.432
2024;Hüttwilen;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;39.7678;13.9186
2024;Hüttwilen;1466;Jungziegen über 180 Tage bis 365 Tage alt;5.0874;0.3053
2024;Hüttwilen;1468;Zicklein bis 180 Tage alt;5.612;0.1683
2024;Hüttwilen;1575;Damhirsche jeden Alters;13.0;1.3
2024;Hüttwilen;1863;Andere Kaninchen;15.0;0.0
2024;Hüttwilen;1871;Enten (ohne Zierenten);6.0;0.048
2024;Kaltbrunn;1358;Lämmer bis 180 Tage alt;13.3388;0.4002
2024;Kemmental;1110;Milchkühe;788.063;788.063
2024;Kemmental;1351;Milchschafe;2.0;0.5
2024;Kemmental;1352;Andere Schafe über 365 Tage alt, weiblich;261.4892;44.4531
2024;Kemmental;1356;Jungschafe über 180 Tage bis 365 Tage alt;65.9672;3.958
2024;Kemmental;1466;Jungziegen über 180 Tage bis 365 Tage alt;2.9126;0.1747
2024;Kemmental;1468;Zicklein bis 180 Tage alt;2.3279;0.0699
2024;Kemmental;1581;Lamas über 2-jährig;2.0;0.34
2024;Kemmental;1639;Mastschweine und Remonten bis 6 Monate alt;890.0;151.3
2024;Kemmental;1757;Mastpoulets jeden Alters;50453.0;201.812
2024;Kemmental;1872;Gänse;6.0;0.072
2024;Kemmental;1876;Wachteln;45.0;0.18
2024;Kemmental;1887;Perlhühner;6.0;0.024
2024;Kemmental;1902;Wollschweine;8.0;0.0
2024;Kemmental;9005;Hecht;;0.0
2024;Kemmental;9008;Egli;;0.0
2024;Kemmental;9009;Andere;;0.0
2024;Kesswil;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;11.112;3.6671
2024;Kesswil;1352;Andere Schafe über 365 Tage alt, weiblich;15.2432;2.5913
2024;Kesswil;1356;Jungschafe über 180 Tage bis 365 Tage alt;2.1038;0.1263
2024;Kesswil;1358;Lämmer bis 180 Tage alt;5.5355;0.166
2024;Kesswil;1615;Nicht säugende Zuchtsauen über 6 Monate alt;62.0;16.12
2024;Kesswil;1639;Mastschweine und Remonten bis 6 Monate alt;170.0;28.9
2024;Kesswil;1754;Bruteier produzierende Hennen und Hähne (Legelinien);21.0;0.21
2024;Kesswil;1863;Andere Kaninchen;5.0;0.0
2024;Kesswil;1871;Enten (ohne Zierenten);3.0;0.024
2024;Kesswil;1882;Bienenvölker;100.0;0.0
2024;Kradolf-Schönenberg;1123;Rindvieh, weibliche Tiere über 730 Tage;28.5493;17.1294
2024;Kradolf-Schönenberg;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;76.4864;25.2406
2024;Kradolf-Schönenberg;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;78.4371;10.1968
2024;Kradolf-Schönenberg;1144;Rindvieh, männliche Tiere bis 160 Tage alt;38.2185;4.9685
2024;Kradolf-Schönenberg;1150;Andere Kühe;55.2678;55.2678
2024;Kradolf-Schönenberg;1224;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;4.5137;2.2569
2024;Kradolf-Schönenberg;1265;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.4918;0.0738
2024;Kradolf-Schönenberg;1351;Milchschafe;0.0137;0.0034
2024;Kradolf-Schönenberg;1462;Andere Ziegen über 365 Tage alt, weiblich;15.2377;2.5904
2024;Kradolf-Schönenberg;1466;Jungziegen über 180 Tage bis 365 Tage alt;1.3634;0.0818
2024;Kradolf-Schönenberg;1468;Zicklein bis 180 Tage alt;0.9836;0.0296
2024;Kradolf-Schönenberg;1585;Alpakas über 2-jährig;4.0;0.44
2024;Kradolf-Schönenberg;1753;Konsumeier produzierende Hennen;16053.0;160.53
2024;Kradolf-Schönenberg;1761;Truten jeden Alters;;0.0
2024;Kradolf-Schönenberg;1863;Andere Kaninchen;12.0;0.0
2024;Kradolf-Schönenberg;1871;Enten (ohne Zierenten);20.0;0.16
2024;Kradolf-Schönenberg;1872;Gänse;12.0;0.144
2024;Kradolf-Schönenberg;1876;Wachteln;2.0;0.008
2024;Kradolf-Schönenberg;1882;Bienenvölker;117.0;0.0
2024;Kradolf-Schönenberg;1884;Pelztiere aller Art (Nerz);3.0;0.0
2024;Kradolf-Schönenberg;1903;Mini-Pigs;4.0;0.0
2024;Kradolf-Schönenberg;1971;Andere Tiere;62.0;0.0
2024;Kreuzlingen;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;18.7732;6.1952
2024;Kreuzlingen;1462;Andere Ziegen über 365 Tage alt, weiblich;19.0164;3.2328
2024;Kreuzlingen;1464;Andere Ziegen über 365 Tage alt, männlich;6.3743;1.0837
2024;Kreuzlingen;1639;Mastschweine und Remonten bis 6 Monate alt;5.0;0.85
2024;Kreuzlingen;1753;Konsumeier produzierende Hennen;87.0;0.87
2024;Kreuzlingen;1863;Andere Kaninchen;16.0;0.0
2024;Kreuzlingen;1872;Gänse;4.0;0.048
2024;Kreuzlingen;1904;Zierenten;2.0;0.0
2024;Langrickenbach;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;61.7314;24.6926
2024;Langrickenbach;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;34.4426;24.1097
2024;Langrickenbach;1264;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;1.5574;0.3894
2024;Langrickenbach;1358;Lämmer bis 180 Tage alt;62.6611;1.8799
2024;Langrickenbach;1462;Andere Ziegen über 365 Tage alt, weiblich;4.5683;0.7766
2024;Langrickenbach;1621;Zuchteber;1.0;0.25
2024;Langrickenbach;1631;Abgesetzte Ferkel;100.0;6.0
2024;Langrickenbach;1757;Mastpoulets jeden Alters;29303.0;117.212
2024;Langrickenbach;1862;Jungtiere (Mast bzw. Aufzucht);48.0;0.528
2024;Langrickenbach;1871;Enten (ohne Zierenten);7.0;0.056
2024;Langrickenbach;9005;Hecht;;0.0
2024;Langrickenbach;9006;Karpfen;;0.0
2024;Langrickenbach;9008;Egli;;0.0
2024;Langrickenbach;9009;Andere;;0.0
2024;Lengwil;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;171.1504;68.4602
2024;Lengwil;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;9.0738;3.6295
2024;Lengwil;1144;Rindvieh, männliche Tiere bis 160 Tage alt;78.0055;10.1408
2024;Lengwil;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;36.6093;25.6265
2024;Lengwil;1264;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;0.8306;0.2076
2024;Lengwil;1354;Andere Schafe über 365 Tage alt, männlich;4.8634;0.8268
2024;Lengwil;1464;Andere Ziegen über 365 Tage alt, männlich;6.0;1.02
2024;Lengwil;1611;Säugende Zuchtsauen;50.0;27.5
2024;Lengwil;1615;Nicht säugende Zuchtsauen über 6 Monate alt;4.0;1.04
2024;Lengwil;1631;Abgesetzte Ferkel;610.0;36.6
2024;Lengwil;1639;Mastschweine und Remonten bis 6 Monate alt;622.0;105.74
2024;Lengwil;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;12.0;0.048
2024;Lengwil;1871;Enten (ohne Zierenten);12.0;0.096
2024;Lengwil;1872;Gänse;4.0;0.048
2024;Lengwil;1882;Bienenvölker;129.0;0.0
2024;Lengwil;1904;Zierenten;5.0;0.0
2024;Lommis;1110;Milchkühe;225.5602;225.5602
2024;Lommis;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;45.7241;5.9441
2024;Lommis;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;27.0983;8.9424
2024;Lommis;1223;Equiden, Hengste über 900 Tage, ab 148 cm;2.2158;1.5511
2024;Lommis;1263;Equiden, Hengste über 900 Tage, bis 148 cm;1.0;0.35
2024;Lommis;1354;Andere Schafe über 365 Tage alt, männlich;42.1503;7.1655
2024;Lommis;1356;Jungschafe über 180 Tage bis 365 Tage alt;315.1339;18.9079
2024;Lommis;1358;Lämmer bis 180 Tage alt;90.0383;2.7011
2024;Lommis;1464;Andere Ziegen über 365 Tage alt, männlich;7.5246;1.2792
2024;Lommis;1586;Alpakas unter 2-jährig;1.0;0.07
2024;Lommis;1615;Nicht säugende Zuchtsauen über 6 Monate alt;60.0;15.6
2024;Lommis;1631;Abgesetzte Ferkel;170.0;10.2
2024;Lommis;1754;Bruteier produzierende Hennen und Hähne (Legelinien);6.0;0.06
2024;Lommis;1763;Trutenausmast;3800.0;106.4
2024;Lommis;1863;Andere Kaninchen;4.0;0.0
2024;Lommis;1871;Enten (ohne Zierenten);8.0;0.064
2024;Lommis;1902;Wollschweine;2.0;0.0
2024;Lugano;1124;Rindvieh, männliche Tiere über 730 Tage;1.0218;0.6131
2024;Lugano;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;0.7158;0.2864
2024;Lugano;1150;Andere Kühe;6.5956;6.5956
2024;Mammern;1110;Milchkühe;1.1202;1.1202
2024;Mammern;1123;Rindvieh, weibliche Tiere über 730 Tage;5.7841;3.4705
2024;Mammern;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;6.9864;0.9082
2024;Mammern;1265;Equiden, Fohlen bis 180 Tage, bis 148 cm;1.0738;0.1611
2024;Mammern;1585;Alpakas über 2-jährig;33.0;3.63
2024;Mammern;1586;Alpakas unter 2-jährig;11.0;0.77
2024;Mammern;1615;Nicht säugende Zuchtsauen über 6 Monate alt;40.0;10.4
2024;Mammern;1621;Zuchteber;1.0;0.25
2024;Mammern;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);180.0;0.0
2024;Mammern;1639;Mastschweine und Remonten bis 6 Monate alt;5.0;0.85
2024;Mammern;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;20.0;0.08
2024;Mammern;1863;Andere Kaninchen;2.0;0.0
2024;Märstetten;1110;Milchkühe;351.8935;351.8935
2024;Märstetten;1124;Rindvieh, männliche Tiere über 730 Tage;4.9617;2.977
2024;Märstetten;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;103.3553;41.342
2024;Märstetten;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;7.7078;3.0832
2024;Märstetten;1352;Andere Schafe über 365 Tage alt, weiblich;119.1284;20.2518
2024;Märstetten;1468;Zicklein bis 180 Tage alt;2.4016;0.072
2024;Märstetten;1586;Alpakas unter 2-jährig;2.0;0.14
2024;Märstetten;1611;Säugende Zuchtsauen;56.0;30.8
2024;Märstetten;1615;Nicht säugende Zuchtsauen über 6 Monate alt;55.0;14.3
2024;Märstetten;1639;Mastschweine und Remonten bis 6 Monate alt;4.0;0.68
2024;Märstetten;1761;Truten jeden Alters;15.0;0.225
2024;Märstetten;1882;Bienenvölker;86.0;0.0
2024;Märstetten;1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);32.0;0.0
2024;Märstetten;1904;Zierenten;10.0;0.0
2024;Matzingen;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;36.0464;14.4184
2024;Matzingen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;20.5136;6.7694
2024;Matzingen;1144;Rindvieh, männliche Tiere bis 160 Tage alt;21.4754;2.7918
2024;Matzingen;1223;Equiden, Hengste über 900 Tage, ab 148 cm;1.5601;1.0921
2024;Matzingen;1224;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;0.4426;0.2213
2024;Matzingen;1468;Zicklein bis 180 Tage alt;0.929;0.0279
2024;Matzingen;1575;Damhirsche jeden Alters;19.0;1.9
2024;Matzingen;1582;Lamas unter 2-jährig;8.0;0.88
2024;Matzingen;1585;Alpakas über 2-jährig;6.0;0.66
2024;Matzingen;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);110.0;0.0
2024;Matzingen;1861;Produzierende Zibben;3.0;0.102
2024;Matzingen;1871;Enten (ohne Zierenten);10.0;0.08
2024;Matzingen;1882;Bienenvölker;65.0;0.0
2024;Matzingen;1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);5.0;0.0
2024;Müllheim;1110;Milchkühe;130.7815;130.7815
2024;Müllheim;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;26.2596;10.5038
2024;Müllheim;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;0.0738;0.0243
2024;Müllheim;1144;Rindvieh, männliche Tiere bis 160 Tage alt;5.5491;0.7215
2024;Müllheim;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;32.6175;22.8323
2024;Müllheim;1223;Equiden, Hengste über 900 Tage, ab 148 cm;2.0546;1.4383
2024;Müllheim;1352;Andere Schafe über 365 Tage alt, weiblich;204.601;34.7822
2024;Müllheim;1356;Jungschafe über 180 Tage bis 365 Tage alt;33.4453;2.0067
2024;Müllheim;1358;Lämmer bis 180 Tage alt;138.1038;4.1431
2024;Müllheim;1462;Andere Ziegen über 365 Tage alt, weiblich;1.2349;0.21
2024;Müllheim;1468;Zicklein bis 180 Tage alt;1.3607;0.0408
2024;Müllheim;1615;Nicht säugende Zuchtsauen über 6 Monate alt;91.0;23.66
2024;Müllheim;1631;Abgesetzte Ferkel;170.0;10.2
2024;Müllheim;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);10.0;0.0
2024;Müllheim;1639;Mastschweine und Remonten bis 6 Monate alt;794.0;134.98
2024;Müllheim;1761;Truten jeden Alters;25.0;0.375
2024;Müllheim;1863;Andere Kaninchen;6.0;0.0
2024;Müllheim;1882;Bienenvölker;106.0;0.0
2024;Münchwilen (TG);1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;79.5165;26.2403
2024;Münchwilen (TG);1224;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;3.1011;1.5505
2024;Münchwilen (TG);1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;39.7622;13.9168
2024;Münchwilen (TG);1352;Andere Schafe über 365 Tage alt, weiblich;7.5492;1.2834
2024;Münchwilen (TG);1575;Damhirsche jeden Alters;70.0;7.0
2024;Münchwilen (TG);1585;Alpakas über 2-jährig;5.0;0.55
2024;Münchwilen (TG);1621;Zuchteber;3.0;0.75
2024;Münchwilen (TG);1639;Mastschweine und Remonten bis 6 Monate alt;452.0;76.84
2024;Münchwilen (TG);1753;Konsumeier produzierende Hennen;2373.0;23.73
2024;Münchwilen (TG);1861;Produzierende Zibben;4.0;0.136
2024;Münchwilen (TG);1876;Wachteln;2.0;0.008
2024;Münchwilen (TG);1882;Bienenvölker;84.0;0.0
2024;Münchwilen (TG);1883;Hundezucht;1.0;0.0
2024;Münsterlingen;1110;Milchkühe;116.5628;116.5628
2024;Münsterlingen;1123;Rindvieh, weibliche Tiere über 730 Tage;4.5137;2.7082
2024;Münsterlingen;1124;Rindvieh, männliche Tiere über 730 Tage;1.7596;1.0557
2024;Münsterlingen;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;6.3743;2.5498
2024;Münsterlingen;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;4.9153;3.4407
2024;Münsterlingen;1631;Abgesetzte Ferkel;300.0;18.0
2024;Münsterlingen;1753;Konsumeier produzierende Hennen;127.0;1.27
2024;Münsterlingen;1761;Truten jeden Alters;3.0;0.045
2024;Münsterlingen;1862;Jungtiere (Mast bzw. Aufzucht);20.0;0.22
2024;Muolen;1110;Milchkühe;13.0956;13.0956
2024;Muolen;1123;Rindvieh, weibliche Tiere über 730 Tage;1.5;0.9
2024;Neckertal;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;4.7186;1.8874
2024;Neunforn;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;73.1557;29.2623
2024;Neunforn;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;34.8198;13.9278
2024;Neunforn;1144;Rindvieh, männliche Tiere bis 160 Tage alt;57.3578;7.4564
2024;Neunforn;1150;Andere Kühe;77.5436;77.5436
2024;Neunforn;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;14.7651;10.3356
2024;Neunforn;1263;Equiden, Hengste über 900 Tage, bis 148 cm;1.0;0.35
2024;Neunforn;1351;Milchschafe;1.0;0.25
2024;Neunforn;1352;Andere Schafe über 365 Tage alt, weiblich;26.4863;4.5027
2024;Neunforn;1354;Andere Schafe über 365 Tage alt, männlich;2.0;0.34
2024;Neunforn;1585;Alpakas über 2-jährig;12.0;1.32
2024;Neunforn;1753;Konsumeier produzierende Hennen;2550.0;25.5
2024;Neunforn;1861;Produzierende Zibben;2.0;0.068
2024;Neunforn;1872;Gänse;4.0;0.048
2024;Neunforn;1876;Wachteln;33.0;0.132
2024;Neunforn;1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);1.0;0.0
2024;Niederbüren;1356;Jungschafe über 180 Tage bis 365 Tage alt;74.2131;4.4528
2024;Niederbüren;1639;Mastschweine und Remonten bis 6 Monate alt;8.0;1.36
2024;Niederhelfenschwil;1123;Rindvieh, weibliche Tiere über 730 Tage;4.0795;2.4477
2024;Niederhelfenschwil;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;0.5973;0.1971
2024;Niederhelfenschwil;1144;Rindvieh, männliche Tiere bis 160 Tage alt;3.7477;0.4872
2024;Nürensdorf;1882;Bienenvölker;22.0;0.0
2024;Pfyn;1110;Milchkühe;538.0177;538.0177
